PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Cabin_Provided,Title,Age_Group,Fare_Group,Total_Members,Age_Class,fare_per_person,Alone
73,0,2,1,21.0,0,0,1.8721562727482928,1,0,1,5,4,0,42.0,1.8721562727482928,1
74,0,3,1,26.0,1,0,1.1890465283525415,2,0,1,6,2,1,78.0,0.0,0
75,1,3,1,32.0,0,0,1.75963612115147,1,0,1,6,4,0,96.0,1.75963612115147,1
76,0,3,1,25.0,0,0,0.9370161074648142,1,1,1,6,1,0,75.0,0.9370161074648142,1
79,1,2,1,0.83,0,2,1.4771212547196624,1,0,4,1,3,2,1.66,0.0,0
80,1,3,2,30.0,0,0,1.1295287738587763,1,0,2,6,2,0,90.0,1.1295287738587763,1
81,0,3,1,22.0,0,0,1.0,1,0,1,5,2,0,66.0,1.0,1
82,1,3,1,29.0,0,0,1.021189299069938,1,0,1,6,2,0,87.0,1.021189299069938,1
84,0,1,1,28.0,0,0,1.6821450763738317,1,0,1,6,4,0,28.0,1.6821450763738317,1
85,1,2,2,17.0,0,0,1.0606978403536116,1,0,2,4,2,0,34.0,1.0606978403536116,1
86,1,3,2,33.0,3,0,1.2265999052073575,1,0,3,6,3,3,99.0,0.0,0
87,0,3,1,16.0,1,3,1.5486964485323467,1,0,1,4,4,4,48.0,0.0,0
89,1,1,2,23.0,3,2,2.4216039268698313,1,1,2,5,4,5,23.0,0.0,0
90,0,3,1,24.0,0,0,0.9566485792052033,1,0,1,5,1,0,72.0,0.9566485792052033,1
91,0,3,1,29.0,0,0,0.9566485792052033,1,0,1,6,1,0,87.0,0.9566485792052033,1
92,0,3,1,20.0,0,0,0.9471493276626374,1,0,1,5,1,0,60.0,0.9471493276626374,1
93,0,1,1,46.0,1,0,1.7936157939419737,1,1,1,8,4,1,46.0,0.0,0
94,0,3,1,26.0,1,2,1.3339508043872472,1,0,1,6,3,3,78.0,0.0,0
95,0,3,1,59.0,0,0,0.9164539485499251,1,0,1,8,1,0,177.0,0.9164539485499251,1
98,1,1,1,23.0,0,1,1.808604563855051,2,1,1,5,4,1,23.0,0.0,0
99,1,2,2,34.0,0,1,1.380211241711606,1,0,3,6,3,1,68.0,0.0,0
100,0,2,1,34.0,1,0,1.4313637641589874,1,0,1,6,3,1,68.0,0.0,0
101,0,3,2,28.0,0,0,0.9491850103134346,1,0,2,6,1,0,84.0,0.9491850103134346,1
103,0,1,1,21.0,0,1,1.8936924247093643,1,1,1,5,4,1,21.0,0.0,0
104,0,3,1,33.0,0,0,0.9847162915819765,1,0,1,6,2,0,99.0,0.9847162915819765,1
105,0,3,1,37.0,2,0,0.9506082247842308,1,0,1,7,1,2,111.0,0.0,0
106,0,3,1,28.0,0,0,0.9491850103134346,1,0,1,6,1,0,84.0,0.9491850103134346,1
107,1,3,2,21.0,0,0,0.9370161074648142,1,0,2,5,1,0,63.0,0.9370161074648142,1
109,0,3,1,38.0,0,0,0.9491850103134346,1,0,1,7,1,0,114.0,0.9491850103134346,1
111,0,1,1,47.0,0,0,1.724275869600789,1,1,1,8,4,0,47.0,1.724275869600789,1
112,0,3,2,14.5,1,0,1.1890465283525415,2,0,2,4,2,1,43.5,0.0,0
113,0,3,1,22.0,0,0,0.9566485792052033,1,0,1,5,1,0,66.0,0.9566485792052033,1
114,0,3,2,20.0,1,0,1.034427905025403,1,0,2,5,2,1,60.0,0.0,0
115,0,3,2,17.0,0,0,1.1891617314183722,2,0,2,4,2,0,51.0,1.1891617314183722,1
116,0,3,1,21.0,0,0,0.9506082247842308,1,0,1,5,1,0,63.0,0.9506082247842308,1
118,0,2,1,29.0,1,0,1.3424226808222062,1,0,1,6,3,1,58.0,0.0,0
119,0,1,1,24.0,0,1,2.3953627429574396,2,1,1,5,4,1,24.0,1.0,0
120,0,3,2,2.0,4,2,1.5088662509384578,1,0,2,2,3,6,6.0,0.0,0
121,0,2,1,21.0,2,0,1.8721562727482928,1,0,1,5,4,2,42.0,0.0,0
123,0,2,1,32.5,1,0,1.492352435460081,2,0,1,6,3,1,65.0,0.0,0
124,1,2,2,32.5,0,0,1.146128035678238,1,1,2,6,2,0,65.0,1.146128035678238,1
125,0,1,1,54.0,0,1,1.8936924247093643,1,1,1,8,4,1,54.0,0.0,0
126,1,3,1,12.0,1,0,1.0878417322991751,2,0,4,4,2,1,36.0,0.0,0
128,1,3,1,24.0,0,0,0.9107150957411293,1,0,1,5,1,0,72.0,0.9107150957411293,1
130,0,3,1,45.0,0,0,0.9017306917292187,1,0,1,8,1,0,135.0,0.9017306917292187,1
131,0,3,1,33.0,0,0,0.9491850103134346,2,0,1,6,1,0,99.0,0.9491850103134346,1
132,0,3,1,20.0,0,0,0.9057958803678685,1,0,1,5,1,0,60.0,0.9057958803678685,1
133,0,3,2,47.0,1,0,1.1903316981702914,1,0,3,8,2,1,141.0,0.0,0
134,1,2,2,29.0,1,0,1.4313637641589874,1,0,3,6,3,1,58.0,0.0,0
135,0,2,1,25.0,0,0,1.146128035678238,1,0,1,6,2,0,50.0,1.146128035678238,1
136,0,2,1,23.0,0,0,1.2053613747144323,2,0,1,5,2,0,46.0,1.2053613747144323,1
137,1,1,2,19.0,0,2,1.4358968984299505,1,1,2,5,3,2,19.0,0.0,0
138,0,1,1,37.0,1,0,1.7331972651065695,1,1,1,7,4,1,37.0,0.0,0
139,0,3,1,16.0,0,0,1.0093106410801986,1,0,1,4,2,0,48.0,1.0093106410801986,1
140,0,1,1,24.0,0,0,1.9041743682841634,2,1,1,5,4,0,24.0,1.9041743682841634,1
142,1,3,2,22.0,0,0,0.9420080530223133,1,0,2,5,1,0,66.0,0.9420080530223133,1
143,1,3,2,24.0,1,0,1.2265999052073575,1,0,3,5,3,1,72.0,0.0,0
144,0,3,1,19.0,0,0,0.8893017025063102,3,0,1,5,1,0,57.0,0.8893017025063102,1
145,0,2,1,18.0,0,0,1.0969100130080565,1,0,1,4,2,0,36.0,1.0969100130080565,1
146,0,2,1,19.0,1,1,1.576916955965207,1,0,1,5,4,2,38.0,0.0,0
147,1,3,1,27.0,0,0,0.9442753457587986,1,0,1,6,1,0,81.0,0.9442753457587986,1
148,0,3,2,9.0,2,2,1.5486964485323467,1,0,2,3,4,4,27.0,0.0,0
149,0,2,1,36.5,0,2,1.4313637641589874,1,1,1,7,3,2,73.0,0.0,0
150,0,2,1,42.0,0,0,1.146128035678238,1,0,6,7,2,0,84.0,1.146128035678238,1
151,0,2,1,51.0,0,0,1.131137273778607,1,0,6,8,2,0,102.0,1.131137273778607,1
152,1,1,2,22.0,1,0,1.829946695941636,1,1,3,5,4,1,22.0,0.0,0
153,0,3,1,55.5,0,0,0.9566485792052033,1,0,1,8,1,0,166.5,0.9566485792052033,1
154,0,3,1,40.5,0,2,1.1903316981702914,1,0,1,7,2,2,121.5,0.0,0
156,0,1,1,51.0,0,1,1.7950398007222887,2,0,1,8,4,1,51.0,0.0,0
157,1,3,2,16.0,0,0,0.9411783789843933,3,0,2,4,1,0,48.0,0.9411783789843933,1
158,0,3,1,30.0,0,0,0.9566485792052033,1,0,1,6,1,0,90.0,0.9566485792052033,1
161,0,3,1,44.0,0,1,1.2329961103921538,1,0,1,7,3,1,132.0,0.0,0
162,1,2,2,40.0,0,0,1.224014811372864,1,0,3,7,3,0,80.0,1.224014811372864,1
163,0,3,1,26.0,0,0,0.9432471251378617,1,0,1,6,1,0,78.0,0.9432471251378617,1
164,0,3,1,17.0,0,0,0.9850895069263813,1,0,1,4,2,0,51.0,0.9850895069263813,1
165,0,3,1,1.0,4,1,1.6094610059122672,1,0,4,2,4,5,3.0,0.0,0
166,1,3,1,9.0,0,2,1.3329431601256923,1,0,4,3,3,2,27.0,0.0,0
168,0,3,2,45.0,1,4,1.4608978427565478,1,0,3,8,3,5,135.0,0.0,0
170,0,3,1,28.0,0,0,1.75963612115147,1,0,1,6,4,0,84.0,1.75963612115147,1
171,0,1,1,61.0,0,0,1.5378190950732742,1,1,1,9,4,0,61.0,1.5378190950732742,1
172,0,3,1,4.0,4,1,1.4789270555829248,3,0,4,2,3,5,12.0,0.0,0
173,1,3,2,1.0,1,1,1.083978935811046,1,0,2,2,2,2,3.0,0.0,0
174,0,3,1,21.0,0,0,0.9506082247842308,1,0,1,5,1,0,63.0,0.9506082247842308,1
175,0,1,1,56.0,0,0,1.5010017178117605,2,1,1,8,3,0,56.0,1.5010017178117605,1
176,0,3,1,18.0,1,1,0.9471493276626374,1,0,1,4,1,2,54.0,0.0,0
178,0,1,2,50.0,0,0,1.4729391947362367,2,1,2,8,3,0,50.0,1.4729391947362367,1
179,0,2,1,30.0,0,0,1.146128035678238,1,0,1,6,2,0,60.0,1.146128035678238,1
180,0,3,1,36.0,0,0,0.0,1,0,1,7,1,0,108.0,0.0,1
183,0,3,1,9.0,4,2,1.5103774259938814,1,0,4,3,3,6,27.0,0.0,0
184,1,2,1,1.0,2,1,1.6020599913279623,1,1,4,2,4,3,2.0,0.0,0
185,1,3,2,4.0,0,2,1.3621996388688864,1,0,2,2,3,2,12.0,0.0,0
188,1,1,1,45.0,0,0,1.440121603187804,1,0,1,8,3,0,45.0,1.440121603187804,1
189,0,3,1,40.0,1,1,1.2174839442139063,3,0,1,7,2,2,120.0,0.0,0
190,0,3,1,36.0,0,0,0.9491850103134346,1,0,1,7,1,0,108.0,0.9491850103134346,1
191,1,2,2,32.0,0,0,1.146128035678238,1,0,3,6,2,0,64.0,1.146128035678238,1
192,0,2,1,19.0,0,0,1.146128035678238,1,0,1,5,2,0,38.0,1.146128035678238,1
193,1,3,2,19.0,1,0,0.9471493276626374,1,0,2,5,1,1,57.0,0.0,0
194,1,2,1,3.0,1,1,1.4313637641589874,1,1,4,2,3,2,6.0,0.0,0
195,1,1,2,44.0,0,0,1.458196532741108,2,1,3,7,3,0,44.0,1.458196532741108,1
196,1,1,2,58.0,0,0,2.1688532588793175,2,1,2,8,4,0,58.0,2.1688532588793175,1
198,0,3,1,42.0,0,1,0.9733218567324377,1,0,1,7,2,1,126.0,0.0,0
200,0,2,2,24.0,0,0,1.146128035678238,1,0,3,5,2,0,48.0,1.146128035678238,1
201,0,3,1,28.0,0,0,1.021189299069938,1,0,1,6,2,0,84.0,1.021189299069938,1
203,0,3,1,34.0,0,0,0.8748179903590257,1,0,1,6,1,0,102.0,0.8748179903590257,1
204,0,3,1,45.5,0,0,0.9151359066220119,2,0,1,8,1,0,136.5,0.9151359066220119,1
205,1,3,1,18.0,0,0,0.9566485792052033,1,0,1,4,1,0,54.0,0.9566485792052033,1
206,0,3,2,2.0,0,1,1.0592793486780776,1,1,2,2,2,1,6.0,0.0,0
207,0,3,1,32.0,1,0,1.2265999052073575,1,0,1,6,3,1,96.0,0.0,0
208,1,3,1,26.0,0,0,1.2963909278704124,2,0,1,6,3,0,78.0,1.2963909278704124,1
209,1,3,2,16.0,0,0,0.9420080530223133,3,0,2,4,1,0,48.0,0.9420080530223133,1
210,1,1,1,40.0,0,0,1.505149978319906,2,1,1,7,3,0,40.0,1.505149978319906,1
211,0,3,1,24.0,0,0,0.9057958803678685,1,0,1,5,1,0,72.0,0.9057958803678685,1
212,1,2,2,35.0,0,0,1.3424226808222062,1,0,2,7,3,0,70.0,1.3424226808222062,1
213,0,3,1,22.0,0,0,0.9164539485499251,1,0,1,5,1,0,66.0,0.9164539485499251,1
214,0,2,1,30.0,0,0,1.146128035678238,1,0,1,6,2,0,60.0,1.146128035678238,1
216,1,1,2,31.0,1,0,2.0579512299613683,2,1,2,6,4,1,31.0,1.0,0
217,1,3,2,27.0,0,0,0.9506082247842308,1,0,2,6,1,0,81.0,0.9506082247842308,1
218,0,2,1,42.0,1,0,1.4471580313422192,1,0,1,7,3,1,84.0,0.0,0
219,1,1,2,32.0,0,0,1.88813285953623,2,1,2,6,4,0,32.0,1.88813285953623,1
220,0,2,1,30.0,0,0,1.0606978403536116,1,0,1,6,2,0,60.0,1.0606978403536116,1
221,1,3,1,16.0,0,0,0.9566485792052033,1,0,1,4,1,0,48.0,0.9566485792052033,1
222,0,2,1,27.0,0,0,1.146128035678238,1,0,1,6,2,0,54.0,1.146128035678238,1
223,0,3,1,51.0,0,0,0.9566485792052033,1,0,1,8,1,0,153.0,0.9566485792052033,1
225,1,1,1,38.0,1,0,1.9590413923210936,1,1,1,7,4,1,38.0,0.0,0
226,0,3,1,22.0,0,0,1.0149403497929366,1,0,1,5,2,0,66.0,1.0149403497929366,1
227,1,2,1,19.0,0,0,1.0606978403536116,1,0,1,5,2,0,38.0,1.0606978403536116,1
228,0,3,1,20.5,0,0,0.9164539485499251,1,0,1,5,1,0,61.5,0.9164539485499251,1
229,0,2,1,18.0,0,0,1.146128035678238,1,0,1,4,2,0,36.0,1.146128035678238,1
231,1,1,2,35.0,1,0,1.926728200446934,1,1,3,7,4,1,35.0,0.0,0
232,0,3,1,29.0,0,0,0.9432471251378617,1,0,1,6,1,0,87.0,0.9432471251378617,1
233,0,2,1,59.0,0,0,1.1613680022349748,1,0,1,8,2,0,118.0,1.1613680022349748,1
234,1,3,2,5.0,4,2,1.5103774259938814,1,0,2,3,3,6,15.0,0.0,0
235,0,2,1,24.0,0,0,1.0606978403536116,1,0,1,5,2,0,48.0,1.0606978403536116,1
237,0,2,1,44.0,1,0,1.4313637641589874,1,0,1,7,3,1,88.0,0.0,0
238,1,2,2,8.0,0,2,1.4353665066126613,1,0,2,3,3,2,16.0,0.0,0
239,0,2,1,19.0,0,0,1.0606978403536116,1,0,1,5,2,0,38.0,1.0606978403536116,1
240,0,2,1,33.0,0,0,1.1230345297535067,1,0,1,6,2,0,66.0,1.1230345297535067,1
243,0,2,1,29.0,0,0,1.0606978403536116,1,0,1,6,2,0,58.0,1.0606978403536116,1
244,0,3,1,22.0,0,0,0.909823369650912,1,0,1,5,1,0,66.0,0.909823369650912,1
245,0,3,1,30.0,0,0,0.9151359066220119,2,0,1,6,1,0,90.0,0.9151359066220119,1
246,0,1,1,44.0,2,0,1.9590413923210936,3,1,6,7,4,2,44.0,0.0,0
247,0,3,2,25.0,0,0,0.9432471251378617,1,0,2,6,1,0,75.0,0.9432471251378617,1
248,1,2,2,24.0,0,2,1.1903316981702914,1,0,3,5,2,2,48.0,0.0,0
249,1,1,1,37.0,1,1,1.7287935361444735,1,1,1,7,4,2,37.0,0.0,0
250,0,2,1,54.0,1,0,1.4313637641589874,1,0,6,8,3,1,108.0,0.0,0
252,0,3,2,29.0,1,1,1.0592793486780776,1,1,3,6,2,2,87.0,0.0,0
253,0,1,1,62.0,0,0,1.440121603187804,1,1,1,9,3,0,62.0,1.440121603187804,1
254,0,3,1,30.0,1,0,1.2329961103921538,1,0,1,6,3,1,90.0,0.0,0
255,0,3,2,41.0,0,2,1.326591855325732,1,0,3,7,3,2,123.0,0.0,0
256,1,3,2,29.0,0,2,1.2107411023865056,2,0,3,6,2,2,87.0,0.0,0
258,1,1,2,30.0,0,0,1.9420080530223132,1,1,2,6,4,0,30.0,1.9420080530223132,1
259,1,1,2,35.0,0,0,2.7103959691861146,2,0,2,7,4,0,35.0,2.7103959691861146,1
260,1,2,2,50.0,0,1,1.4313637641589874,1,0,3,8,3,1,100.0,0.0,0
262,1,3,1,3.0,4,2,1.5103774259938814,1,0,4,2,3,6,9.0,0.0,0
263,0,1,1,52.0,1,1,1.9066043717249803,1,1,1,8,4,2,52.0,0.0,0
264,0,1,1,40.0,0,0,0.0,1,1,1,7,1,0,40.0,0.0,1
266,0,2,1,36.0,0,0,1.0606978403536116,1,0,1,7,2,0,72.0,1.0606978403536116,1
267,0,3,1,16.0,4,1,1.6094610059122672,1,0,1,4,4,5,48.0,0.0,0
268,1,3,1,25.0,1,0,0.9432471251378617,1,0,1,6,1,1,75.0,0.0,0
269,1,1,2,58.0,0,1,2.1888230596841365,1,1,3,8,4,1,58.0,1.0,0
270,1,1,2,35.0,0,0,2.135556557645501,1,1,2,7,4,0,35.0,2.135556557645501,1
272,1,3,1,25.0,0,0,0.0,1,0,1,6,1,0,75.0,0.0,1
273,1,2,2,41.0,0,1,1.3117538610557542,1,0,3,7,3,1,82.0,0.0,0
274,0,1,1,37.0,0,1,1.4871383754771865,2,1,1,7,3,1,37.0,0.0,0
276,1,1,2,63.0,1,0,1.8973977892491294,1,1,2,9,4,1,63.0,0.0,0
277,0,3,2,45.0,0,0,0.9420080530223133,1,0,2,8,1,0,135.0,0.9420080530223133,1
279,0,3,1,7.0,4,1,1.4789270555829248,3,0,4,3,3,5,21.0,0.0,0
280,1,3,2,35.0,1,1,1.3273589343863303,1,0,3,7,3,2,105.0,0.0,0
281,0,3,1,65.0,0,0,0.9420080530223133,3,0,1,9,1,0,195.0,0.9420080530223133,1
282,0,3,1,28.0,0,0,0.9471493276626374,1,0,1,6,1,0,84.0,0.9471493276626374,1
283,0,3,1,16.0,0,0,1.021189299069938,1,0,1,4,2,0,48.0,1.021189299069938,1
284,1,3,1,19.0,0,0,0.9566485792052033,1,0,1,5,1,0,57.0,0.9566485792052033,1
286,0,3,1,33.0,0,0,0.9850895069263813,2,0,1,6,2,0,99.0,0.9850895069263813,1
287,1,3,1,30.0,0,0,1.021189299069938,1,0,1,6,2,0,90.0,1.021189299069938,1
288,0,3,1,22.0,0,0,0.9491850103134346,1,0,1,5,1,0,66.0,0.9491850103134346,1
289,1,2,1,42.0,0,0,1.146128035678238,1,0,1,7,2,0,84.0,1.146128035678238,1
290,1,3,2,22.0,0,0,0.9420080530223133,3,0,2,5,1,0,66.0,0.9420080530223133,1
291,1,1,2,26.0,0,0,1.9022749204745018,1,0,2,6,4,0,26.0,1.9022749204745018,1
292,1,1,2,19.0,1,0,1.9641615374126258,2,1,3,5,4,1,19.0,0.0,0
293,0,2,1,36.0,0,0,1.1422329917947138,2,1,1,7,2,0,72.0,1.1422329917947138,1
294,0,3,2,24.0,0,0,0.9934362304976118,1,0,2,5,2,0,72.0,0.9934362304976118,1
295,0,3,1,24.0,0,0,0.9491850103134346,1,0,1,5,1,0,72.0,0.9491850103134346,1
297,0,3,1,23.5,0,0,0.9153576174148317,2,0,1,5,1,0,70.5,0.9153576174148317,1
298,0,1,2,2.0,1,2,2.183412211978426,1,1,2,2,4,3,2.0,0.0,0
300,1,1,2,50.0,0,1,2.3953627429574396,2,1,3,8,4,1,50.0,1.0,0
303,0,3,1,19.0,0,0,0.0,1,0,1,5,1,0,57.0,0.0,1
306,1,1,1,0.92,1,2,2.183412211978426,1,1,4,1,4,3,0.92,0.0,0
308,1,1,2,17.0,1,0,2.0409976924234905,2,1,3,4,4,1,17.0,1.0,0
309,0,2,1,30.0,1,0,1.3979400086720377,2,0,1,6,3,1,60.0,0.0,0
310,1,1,2,30.0,0,0,1.7628975309505581,2,1,2,6,4,0,30.0,1.7628975309505581,1
311,1,1,2,24.0,0,0,1.9250969541376577,2,1,2,5,4,0,24.0,1.9250969541376577,1
312,1,1,2,18.0,2,2,2.4205745486161567,2,1,2,4,4,4,18.0,0.0,0
313,0,2,2,26.0,1,1,1.4313637641589874,1,0,3,6,3,2,52.0,0.0,0
314,0,3,1,28.0,0,0,0.9491850103134346,1,0,1,6,1,0,84.0,0.9491850103134346,1
315,0,2,1,43.0,1,1,1.4353665066126613,1,0,1,7,3,2,86.0,0.0,0
316,1,3,2,26.0,0,0,0.9471493276626374,1,0,2,6,1,0,78.0,0.9471493276626374,1
317,1,2,2,24.0,1,0,1.4313637641589874,1,0,3,5,3,1,48.0,0.0,0
318,0,2,1,54.0,0,0,1.1760912590556813,1,0,6,8,2,0,108.0,1.1760912590556813,1
319,1,1,2,31.0,0,2,2.219759204240921,1,1,2,6,4,2,31.0,0.0,0
320,1,1,2,40.0,1,1,2.1319392952104246,2,1,3,7,4,2,40.0,0.0,0
321,0,3,1,22.0,0,0,0.9164539485499251,1,0,1,5,1,0,66.0,0.9164539485499251,1
322,0,3,1,27.0,0,0,0.9491850103134346,1,0,1,6,1,0,81.0,0.9491850103134346,1
323,1,2,2,30.0,0,0,1.125481265700594,3,0,2,6,2,0,60.0,1.125481265700594,1
324,1,2,2,22.0,1,1,1.4771212547196624,1,0,3,5,3,2,44.0,0.0,0
326,1,1,2,36.0,0,0,2.135556557645501,2,1,2,7,4,0,36.0,2.135556557645501,1
327,0,3,1,61.0,0,0,0.8595885767354926,1,0,1,9,1,0,183.0,0.8595885767354926,1
328,1,2,2,36.0,0,0,1.146128035678238,1,1,3,7,2,0,72.0,1.146128035678238,1
329,1,3,2,31.0,1,1,1.3329431601256923,1,0,3,6,3,2,93.0,0.0,0
330,1,1,2,16.0,0,1,1.770698877440231,2,1,2,4,4,1,16.0,0.0,0
332,0,1,1,45.5,0,0,1.469822015978163,1,1,1,8,3,0,45.5,1.469822015978163,1
333,0,1,1,38.0,0,1,2.1888230596841365,1,1,1,7,4,1,38.0,1.0,0
334,0,3,1,16.0,2,0,1.2787536009528289,1,0,1,4,3,2,48.0,0.0,0
337,0,1,1,29.0,1,0,1.829946695941636,1,1,1,6,4,1,29.0,0.0,0
338,1,1,2,41.0,0,0,2.1319392952104246,2,1,2,7,4,0,41.0,2.1319392952104246,1
339,1,3,1,45.0,0,0,0.9566485792052033,1,0,1,8,1,0,135.0,0.9566485792052033,1
340,0,1,1,45.0,0,0,1.5622928644564746,1,1,1,8,4,0,45.0,1.5622928644564746,1
341,1,2,1,2.0,1,1,1.4313637641589874,1,1,4,2,3,2,4.0,0.0,0
342,1,1,2,24.0,3,2,2.4216039268698313,1,1,2,5,4,5,24.0,0.0,0
343,0,2,1,28.0,0,0,1.146128035678238,1,0,1,6,2,0,56.0,1.146128035678238,1
344,0,2,1,25.0,0,0,1.146128035678238,1,0,1,6,2,0,50.0,1.146128035678238,1
345,0,2,1,36.0,0,0,1.146128035678238,1,0,1,7,2,0,72.0,1.146128035678238,1
346,1,2,2,24.0,0,0,1.146128035678238,1,1,2,5,2,0,48.0,1.146128035678238,1
347,1,2,2,40.0,0,0,1.146128035678238,1,0,2,7,2,0,80.0,1.146128035678238,1
349,1,3,1,3.0,1,1,1.2278867046136734,1,0,4,2,3,2,9.0,0.0,0
350,0,3,1,42.0,0,0,0.9850895069263813,1,0,1,7,2,0,126.0,0.9850895069263813,1
351,0,3,1,23.0,0,0,1.0096633166793794,1,0,1,5,2,0,69.0,1.0096633166793794,1
