POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,RESALE,LONGITUDE,LATITUDE,Rare_House,City_Type,CITY,CITY_IN,TARGET(PRICE_IN_LACS)
0,0,0,2,1,1584.283904,1,3.2756015428865908,4.375844087052375,0,2,42,60,4.605170185988092
1,0,0,2,1,900.0,1,3.145259424181118,4.283818121255578,0,1,16,60,2.8903717578961645
0,0,1,2,1,1193.440032,1,2.914590328607141,4.312775171719324,0,0,46,60,4.100989104940768
1,0,0,2,1,1487.357462,1,3.290734984623403,4.327614006535299,0,3,24,60,3.4011973816621555
1,1,1,2,1,989.9029895,1,3.350026886751984,4.349328414738552,0,0,41,60,3.912023005428147
0,0,0,2,1,1155.020213,1,2.9521912733858677,4.289535850386158,0,0,34,60,4.941642422609304
1,0,0,2,1,949.893137,1,2.4790562361098245,4.3798993736577065,0,2,42,60,4.382026634673881
1,0,0,2,1,875.0,1,3.352032312224525,4.348808573503272,0,0,41,60,3.8918202981106265
0,0,0,2,1,853.3611982000001,1,2.562632059214069,4.351541138183826,0,0,4,60,3.198673117550681
1,0,0,1,1,483.0917874,1,2.9152974056623537,4.292029440930212,0,2,42,60,2.8903717578961645
0,0,0,2,1,800.0,1,2.953868069455292,4.289956986171905,0,0,34,96,4.553876891600541
1,0,0,2,1,802.0415602999999,1,3.355735123864461,4.349202132082888,0,0,17,60,3.0910424533583165
0,0,1,2,1,610.0660905,1,2.570309275096963,4.384503851337497,0,0,9,60,3.871201010907892
1,0,0,3,1,1680.107527,1,3.3625256084804214,4.366358464966848,0,2,42,60,4.31748811353631
1,0,0,2,1,1150.136038,1,2.9947657065785984,4.373205795205093,0,3,24,60,4.532599493153255
1,0,0,3,1,1550.114497,1,3.3525712990306116,4.348755952923431,0,0,41,60,4.477336814478207
1,0,0,5,1,1699.834163,1,3.3558896467909305,4.3485771359792675,1,0,17,60,4.4067192472642525
1,1,0,3,1,1600.170685,1,2.297817646760264,4.335502168433846,0,1,28,60,4.31748811353631
1,0,0,1,1,600.0566091,1,2.9311937524164198,4.291554731509806,0,2,42,60,3.054001181677967
0,0,1,2,1,1429.200617,1,3.4229948806231905,4.340502336304335,0,1,37,60,4.1728476237100445
1,0,0,2,1,1115.1379980000004,1,2.565570010970141,4.352228226854213,0,0,4,60,4.382026634673881
1,0,0,3,1,1811.196487,1,3.1508350714015703,4.446581405679423,0,1,50,60,4.59511985013459
1,0,0,2,1,1045.036079,1,3.1108080924481585,4.481824796585265,0,0,29,60,3.7376696182833684
1,0,0,3,1,1298.219585,1,2.5526397503188525,4.352333126234865,0,0,4,60,4.248495242049359
1,1,1,2,1,1109.165207,1,2.5861263792113305,4.3141134658125,0,2,42,60,3.6375861597263857
0,0,1,2,1,1041.195111,1,3.35327803821827,4.348746829329058,0,0,41,60,3.828641396489095
0,0,0,3,1,2135.748916,1,3.346191062169737,4.34843400510444,0,3,15,60,4.4272389774954295
1,0,1,3,1,1850.180505,1,3.3526723223493256,4.3493894514508735,0,0,41,59,4.4067192472642525
0,0,0,3,1,1665.080875,1,3.14270705380324,4.285437124375166,0,1,16,60,4.248495242049359
1,0,1,2,1,398.2621289,1,3.284931469591579,4.394231180300467,0,1,32,60,2.3978952727983707
1,0,0,2,1,1005.025126,1,2.5494522021508526,4.353007369356111,0,0,4,60,3.871201010907892
0,0,1,2,1,1294.016156,1,2.951170168532016,4.288064905301483,0,0,38,60,5.7990926544605275
0,0,1,3,1,1536.806516,1,3.354884646130559,4.3482694691257455,0,0,17,60,4.605170185988092
1,0,0,2,1,1123.188406,1,2.5635329702431897,4.352506419187859,0,0,4,60,4.127134385045092
0,0,0,2,1,800.1939864,1,3.2941816450297443,4.327237671760757,0,3,24,60,2.8033603809065357
0,0,0,3,1,1513.775356,1,2.557643348843041,4.3513148566361215,0,0,4,60,4.605170185988092
1,0,0,3,1,1280.0,1,2.2956079089563874,4.334296366740936,0,1,28,60,3.871201010907892
1,0,0,1,1,410.0678733,1,3.352316823407301,4.348016878868482,0,1,32,60,2.6741486494265287
0,0,0,2,1,890.0451868999999,1,3.352808182095672,4.348210445734009,0,0,38,60,4.174387269895637
1,0,0,2,1,977.7082519,1,3.099028660362856,4.328352877653061,0,1,23,60,3.218875824868201
0,0,0,2,1,1099.855282,1,2.5631882691939705,4.351280324123362,0,0,4,60,3.6375861597263857
1,1,0,2,1,1050.241272,1,3.2694031459731034,4.2909994323132175,0,2,42,60,3.6109179126442235
0,0,1,3,1,1400.241838,1,3.29216070980713,4.327780656455312,0,0,17,67,4.058717384578951
0,0,0,3,1,1740.139211,1,2.947013504335879,4.291530538551587,0,0,38,60,5.1929568508902095
0,0,1,2,1,1149.131767,1,3.206409643916518,4.362064842211598,0,0,31,60,5.1929568508902095
0,0,0,2,1,650.1950585,1,2.4003176092982192,4.342552468404072,0,1,10,60,2.9957322735539917
1,0,0,2,1,1355.01355,1,3.2913106380718173,4.32783250535112,0,3,24,60,4.442651256490317
0,0,0,3,1,1800.0720030000002,1,2.562632059214069,4.351541138183826,0,0,4,60,5.0106352940962555
0,0,1,2,1,907.6305221,1,3.0708991134807415,4.306930982617215,0,0,34,60,3.5234150143864045
0,0,0,3,1,1636.296021,1,2.575781325453341,4.353495412790752,0,0,4,60,4.477336814478207
1,0,0,2,1,900.2520706,1,3.1028521705923255,4.293407597909699,0,1,56,60,3.218875824868201
1,0,0,2,1,1318.0440230000004,1,2.5576565215693297,4.352781419383811,0,0,4,60,4.605170185988092
0,0,1,3,1,1949.586451,1,3.4237583906656477,4.339793853795706,0,1,37,60,4.59511985013459
0,0,0,3,1,1643.36522,1,2.2956079089563874,4.334296366740936,0,1,28,60,4.204692619390967
0,0,0,3,1,1233.045623,1,2.942331496826876,4.287990642747287,0,0,34,36,5.3471075307174685
0,0,0,1,1,655.0802139,1,2.9425682304066463,4.2907275421923945,0,0,34,60,3.8918202981106265
1,0,0,2,1,1180.173092,1,2.562632059214069,4.351541138183826,0,0,4,60,4.31748811353631
1,0,0,3,1,1200.087279,1,3.3558896467909305,4.3485771359792675,0,0,17,60,4.007333185232471
1,0,0,2,1,850.0991782,1,3.2931957888357846,4.3284676439547995,0,3,24,60,3.4011973816621555
1,0,0,2,1,900.0163639,1,2.5594399778936228,4.351383402525714,0,0,4,60,4.007333185232471
0,1,0,4,1,2472.952087,1,2.9164652316406396,4.302577622603228,0,0,46,60,5.075173815233828
0,0,0,2,1,904.0656205,1,3.0006408567240217,4.370812237725695,0,0,4,60,3.9259259105971376
0,1,1,1,1,265.0033933,1,2.9504472093383063,4.288693499228773,0,0,31,60,4.4067192472642525
0,1,1,3,1,1570.306924,1,3.26448646350878,4.327878347617864,0,3,24,60,4.700480365792417
0,0,0,2,1,955.4140127,1,2.9577758568410406,4.290206347479055,0,0,31,29,5.0106352940962555
0,0,0,2,1,1000.0,1,3.3531817274824127,4.348505424452322,0,0,41,60,4.0943445622221
0,0,0,4,1,2494.747899,1,2.564586599365082,4.353714566311578,0,0,4,60,4.553876891600541
1,0,0,2,1,1150.130348,1,2.573382925511582,4.384641961722701,0,0,9,60,4.31748811353631
0,0,0,2,1,1210.136674,1,2.9453227990089097,4.291779938770532,0,0,38,60,4.442651256490317
0,0,0,2,1,1365.001365,1,2.951074755726087,4.290453413732966,0,0,38,60,5.298317366548036
0,1,1,2,1,499.6366279,0,2.9577758568410406,4.290206347479055,0,0,34,29,4.700480365792417
0,0,0,2,1,1050.144395,1,3.103294992580993,4.293042772705091,0,1,56,60,3.688879454113936
1,0,0,1,1,476.02046889999986,1,2.5665601363834085,4.383934488562697,0,0,9,60,3.688879454113936
0,0,0,2,1,985.452839,1,3.3512636538730227,4.348554064248448,0,0,41,60,3.0445224377234235
0,0,0,2,1,1045.296167,1,3.345271231802404,4.348634392933047,0,3,15,60,3.1780538303479458
0,1,1,2,1,1301.89498,1,2.554121718809473,4.353961466405538,0,0,4,60,4.499809670330263
1,0,0,2,1,2000.0,1,3.3396836146732825,4.3419933915074775,0,1,5,60,3.6375861597263857
0,0,0,2,1,1192.0,1,3.0099591400485513,4.452146107973292,0,1,7,60,4.087655574071303
0,1,0,1,1,448.5310608,1,2.95603313797495,4.291041107564116,0,0,38,36,4.787491742782046
1,0,0,2,1,750.0604887000003,1,3.355735123864461,4.349202132082888,0,0,17,60,3.4339872044851463
0,0,0,2,1,1060.0706710000004,1,2.946545495743766,4.292038290000744,0,0,34,60,4.276666119016055
0,0,1,3,1,1415.09434,1,2.5530169096656707,4.352503844283903,0,0,4,60,4.375757021660286
0,0,0,2,1,1160.062565,1,2.942331496826876,4.287990642747287,0,0,34,60,4.48863636973214
0,0,0,3,1,1690.024732,1,2.95290305757857,4.288719572289608,0,0,31,60,6.016157159698354
1,1,0,3,1,1672.762741,1,3.3497568132724265,4.34933359383403,0,0,41,60,4.22829253473184
1,0,0,2,1,1315.265046,1,3.025605055624923,4.289273327034176,0,2,42,60,3.49650756146648
0,0,0,1,1,650.026001,1,2.9572693172304727,4.292164520919905,0,0,38,60,3.912023005428147
1,0,0,1,1,540.1755571,1,2.974791385684971,4.288222255582398,0,1,43,60,2.772588722239781
0,0,0,3,1,1830.065359,1,3.0006408567240217,4.370812237725695,0,0,4,60,4.584967478670572
0,0,0,3,1,1575.157516,1,3.355735123864461,4.349202132082888,0,0,17,60,4.248495242049359
0,0,0,3,1,1530.0,1,2.557551212394397,4.352416254977243,0,0,4,60,4.33729074083249
1,0,0,2,1,619.6377502,1,2.5462058675428323,4.3528601093566825,0,0,4,60,3.258096538021482
1,0,0,4,1,2200.0,1,3.0525850851467737,4.288127958229824,0,1,54,60,4.700480365792417
0,0,1,2,1,1087.885617,1,2.956981725855608,4.28994865318418,0,0,38,60,4.941642422609304
1,0,0,2,1,1199.862873,1,2.5557528139777346,4.351021582366702,0,0,4,60,4.248495242049359
1,0,0,2,1,1265.035255,1,2.5675169046432997,4.35161837949933,0,0,4,60,4.110873864173311
0,0,0,2,1,676.0453302,1,3.104659545766344,4.480084706018237,0,0,29,60,2.8507065015037334
1,0,0,2,1,800.0,1,3.3561307664718205,4.348766601319244,0,0,17,60,3.7376696182833684
1,0,0,2,1,750.0750075,1,3.1129294042682574,4.479984068770179,0,0,29,60,3.218875824868201
0,0,1,2,1,1500.0,0,2.571601719813412,4.384412972603297,0,0,9,60,5.0106352940962555
0,0,0,3,1,1814.285714,1,3.0085242561570316,4.451787534484894,0,1,7,60,4.487512142519859
0,0,1,3,1,1195.652174,1,3.206409643916518,4.362064842211598,0,0,31,21,4.700480365792417
0,0,0,3,1,1395.032324,1,3.29216070980713,4.327780656455312,0,0,17,67,3.713572066704309
1,0,0,2,1,850.1594049,1,2.9804425288674787,4.287272807576684,0,1,43,60,3.1780538303479458
0,0,0,2,1,909.4339623,1,2.561690746257999,4.384319890651192,0,0,9,60,3.8753590210565534
1,1,0,2,1,910.0937672,1,3.2287642924217357,4.419010665625104,0,2,42,60,3.49650756146648
0,0,0,3,1,1850.070303,1,2.562632059214069,4.351541138183826,0,0,4,60,5.521460917862246
0,0,1,3,1,2069.857697,1,3.351544425394643,4.348708886689589,0,0,41,60,5.075173815233828
0,0,1,2,1,820.0082001000003,1,2.953868069455292,4.289956986171905,0,0,38,96,4.941642422609304
0,0,0,2,1,1241.8075199999996,1,3.143418043670463,4.285123104911434,0,1,16,60,3.58351893845611
0,0,1,3,1,1014.120668,0,2.9201355013796153,4.303305345209279,0,0,34,60,4.3694478524670215
0,0,0,4,1,2302.158273,1,3.4241908279094426,4.340093632588219,0,1,37,60,5.075173815233828
0,0,0,2,1,900.0782677000003,1,3.206409643916518,4.362064842211598,0,0,31,60,4.23410650459726
0,0,0,3,1,2235.294118,1,3.292745797273658,4.328977457520796,0,3,24,60,5.247024072160486
0,0,0,3,1,1350.0,1,3.3522837098659704,4.348571965889786,0,0,41,60,4.394449154672439
0,0,1,2,1,1100.110011,1,2.9169859377272447,4.301409854960852,0,0,46,60,4.248495242049359
0,0,1,1,1,612.1199755,1,2.55222256040618,4.384126927513917,0,0,9,60,3.4011973816621555
1,0,0,2,1,1100.352113,1,3.039372676626927,4.353391329877274,0,2,42,60,3.218875824868201
0,0,0,3,1,1475.2567689999994,1,3.3501305177776346,4.349110390526718,0,0,41,80,4.3694478524670215
2,1,0,1,1,300.0260892,0,3.206409643916518,4.362064842211598,0,0,31,60,2.4423470353692043
1,0,0,2,1,1000.0,1,2.8735646395797834,4.421848128860553,0,1,59,60,3.912023005428147
0,0,0,2,1,1532.720245,1,2.95290305757857,4.288719572289608,0,0,38,60,5.4380793089231965
0,1,1,2,1,995.8314034,0,3.1050943074482107,4.292119364083586,0,1,56,60,3.068052935133617
0,0,0,3,1,1646.706587,0,3.3466283419094514,4.342979717417219,0,1,19,60,4.700480365792417
0,0,0,4,1,2350.965575,1,3.4230990788786144,4.3414340929939765,0,1,37,60,4.02535169073515
1,0,0,3,1,534.061239,1,3.344461937181584,4.347681471686217,0,3,15,60,3.80666248977032
0,1,1,2,1,1100.0,1,2.955873252725704,4.290351407915751,0,0,38,60,4.700480365792417
0,0,1,3,1,2196.354052,1,3.351186948266981,4.348775763501099,0,0,41,60,4.605170185988092
0,0,0,2,1,1650.252861,1,2.917590715882335,4.303276539133872,0,0,46,60,4.127134385045092
0,1,1,2,1,632.0572844999998,0,2.9654044491907197,4.288463175963661,0,0,38,60,3.8264651170664994
1,0,0,2,1,1034.965035,1,3.291487867248132,4.394865944346764,0,1,32,60,3.6109179126442235
0,0,0,2,1,965.0439631,1,2.942331496826876,4.287990642747287,0,0,34,60,4.499809670330263
2,1,1,2,1,600.5495224,0,3.206409643916518,4.362064842211598,0,0,31,60,3.8264651170664994
0,0,0,2,1,984.8484848,1,2.9577758568410406,4.290206347479055,0,0,38,29,4.867534450455582
0,0,1,1,1,546.0145603999998,0,2.953868069455292,4.289956986171905,0,0,38,96,4.069026754237811
0,0,0,2,1,1195.499297,1,3.1157350659486873,4.289088639014612,0,2,42,60,2.8332133440562166
0,1,1,3,1,1677.4685470000006,1,2.939930991335363,4.2879660750189705,0,0,38,60,5.393627546352364
0,0,1,3,1,1699.716714,1,3.354448517621241,4.349428504726637,0,0,17,60,3.871201010907892
0,0,0,2,1,1075.027996,1,3.3534880082279463,4.349012542537741,0,0,41,60,3.871201010907892
0,1,1,1,1,485.790072,0,2.956060710783293,4.2902982089731,0,0,38,9,4.160444363926623
1,0,0,2,1,929.8998569,1,2.558731837914469,4.350571751255993,0,0,4,60,3.951243718581428
0,0,1,2,1,1020.181859,1,2.5692466493240325,4.351852914784227,0,0,4,97,3.828641396489095
1,0,0,2,1,1070.135002,1,3.354884646130559,4.3482694691257455,0,0,17,60,4.174387269895637
1,0,0,2,1,2400.384061,1,2.6103302735198253,4.375258809522913,0,2,42,60,3.912023005428147
1,0,0,3,1,1767.388826,1,2.8648535309689414,4.362847676105924,0,1,51,60,4.350277936359301
2,1,1,1,1,524.0,0,2.9241395969290056,4.3006091282307795,0,0,46,60,3.265759410767051
0,1,1,2,1,923.7875289,1,3.3449514572594157,4.341682169347576,0,1,19,60,4.787491742782046
0,0,0,3,1,1657.275439,1,2.558954501086881,4.350964152472063,0,0,4,60,4.605170185988092
0,0,0,2,1,680.0,1,2.9536542822665877,4.2898044321562825,0,0,31,54,5.135798437050261
1,0,0,2,1,1100.478469,1,3.1059355441223793,4.2926638589481785,0,1,56,60,3.1354942159291497
0,0,1,3,1,1701.6949149999994,0,3.0517553598200875,4.395561918037625,0,2,42,60,3.9160150266976834
1,0,0,1,1,451.0309278,1,3.3565480025967713,4.348208790701508,0,0,17,60,2.6390573296152584
1,0,0,2,1,1000.0,1,2.8968325088917326,4.4238481694872585,0,2,42,60,3.4011973816621555
0,0,0,3,1,1790.1897600000002,1,3.3459744465155032,4.34310876365929,0,1,19,60,4.605170185988092
1,0,0,2,1,1100.352113,1,3.117891276240949,4.4823075308816245,0,0,29,60,3.218875824868201
0,0,1,2,1,1232.162459,1,3.34575411963746,4.348310686462467,0,3,15,60,3.8044377947482086
1,0,0,3,1,1726.017442,1,2.564586599365082,4.353714566311578,0,0,4,60,4.553876891600541
0,1,1,3,1,1320.052802,1,2.9201355013796153,4.303305345209279,0,0,46,60,4.700480365792417
1,0,0,2,1,990.0990099,1,3.0563604718346187,4.402573458026686,0,2,42,60,3.218875824868201
0,0,0,1,1,675.0441375,1,3.206409643916518,4.362064842211598,0,0,31,60,4.174387269895637
1,0,0,2,1,674.0361283,1,2.3545986279460793,4.333473005027954,0,2,42,60,3.218875824868201
0,0,0,1,1,775.1114886,1,3.351421461795182,4.348455580102153,0,0,41,60,3.5973122605884464
0,0,0,2,1,718.1042049,1,2.9507349076232554,4.289225803818339,0,0,31,60,5.1929568508902095
1,0,1,2,1,945.1795841,1,3.2021780293894198,4.391821062285662,0,2,42,60,3.4011973816621555
0,0,1,2,1,1089.028042,1,2.999679971132085,4.302870271580908,0,0,34,60,5.075173815233828
0,0,1,2,1,942.1518749,1,2.562632059214069,4.351541138183826,0,0,4,60,3.912023005428147
0,0,0,2,1,1370.0,1,2.9947657065785984,4.373205795205093,0,3,24,60,4.409155302062135
1,0,0,2,1,1265.111049,1,2.293249653056705,4.3580197106953324,0,2,42,60,4.499809670330263
0,0,0,3,1,1394.31121,1,3.206409643916518,4.362064842211598,0,0,31,60,4.605170185988092
0,1,0,2,1,800.0,1,2.5494522021508526,4.353007369356111,0,0,4,60,3.2958368660043287
0,1,1,3,1,1505.144771,1,3.423033332511053,4.341496225242729,0,3,8,112,4.141546163706395
1,0,0,3,1,1400.059577,1,2.558294261353848,4.353734163172012,0,0,4,60,4.543294782270004
0,0,0,1,1,728.9473684,1,3.2886782672308668,4.328608175828413,0,3,24,60,3.3214324131932926
0,0,1,3,1,1293.103448,0,3.29216070980713,4.327780656455312,0,0,17,67,3.624340932976365
0,0,1,2,1,1431.068385,1,3.4229948806231905,4.340502336304335,0,1,37,60,4.182050142641207
1,0,0,3,1,1350.063532,1,2.562632059214069,4.351541138183826,0,0,4,60,4.442651256490317
1,0,0,1,1,750.1630789,1,3.0535145066671197,4.288279834654275,0,1,54,60,3.1354942159291497
0,0,1,3,1,1170.074459,1,3.206409643916518,4.362064842211598,0,0,31,21,4.59511985013459
1,0,0,2,1,1121.076233,1,3.206409643916518,4.362064842211598,0,0,31,60,3.80666248977032
0,0,0,4,1,1904.761905,1,3.42474582774848,4.34057808974524,0,3,8,60,4.605170185988092
0,0,0,2,1,950.0285009,1,2.953649067373897,4.288598807132407,0,0,34,60,5.0106352940962555
1,0,0,2,1,969.9321048,1,2.5535026314134783,4.351777649936183,0,0,4,60,3.688879454113936
