POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,1,BHK,1.863416471779711,1,1,"Bandra (West),Mumbai",19.05444,4.288272942913324,5.703782474656201
Dealer,0,0,2,BHK,1.9610028434888729,1,1,"Narendra Nagar,Nagpur",21.105779,4.3704409920519955,3.912023005428146
Owner,0,0,3,BHK,1.998469921523182,1,1,"Sain Vihar,Ghaziabad",28.63601,4.349422396295699,3.828641396489095
Dealer,0,0,2,BHK,1.956372247569493,1,1,"Sector-115 Mohali,Mohali",30.712867,4.339230779308912,3.131136910560194
Dealer,0,0,2,BHK,1.9326447339160655,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,4.3419933915074775,2.5257286443082556
Dealer,0,0,3,BHK,1.9802155659092098,1,1,"Sector 84 Faridabad,Faridabad",28.40473,4.348566976728093,3.9512437185814275
Dealer,0,1,2,BHK,1.9241319351077268,1,1,"Sector-134 Noida,Noida",28.5041,4.348748470548351,3.4965075614664802
Owner,0,0,2,BHK,1.95269344779769,1,1,"Indra Colony,Jaipur",26.586306,4.315796470180832,4.007333185232471
Dealer,1,1,1,BHK,1.9112670644754588,0,1,"Thane West,Lalitpur",19.18,4.289956986171905,4.406719247264253
Dealer,0,1,2,BHK,1.9101874643432493,1,0,"Mulund (West),Maharashtra",19.1759,4.2898044321562825,5.480638923341991
Owner,0,0,3,BHK,1.95562720314097,1,1,"Thalambur,Chennai",12.852171,4.384733293366175,4.007333185232471
Dealer,1,1,2,BHK,1.9355197934032191,0,1,"Wakad,Pune",18.5993,4.300850472383287,4.174387269895637
Owner,0,0,4,BHK,2.0026456141582942,1,1,"Vasna,Vadodara",22.312063,4.285987759435517,4.174387269895637
Dealer,1,0,2,BHK,1.9326447339160655,0,1,"Madhurawada,Visakhapatnam",17.815234,4.423146744753278,3.5553480614894135
Owner,0,0,3,BHK,1.9699279059940975,1,1,"Vasanthapura,Bangalore",12.894088,4.350908885656021,4.31748811353631
Dealer,0,1,2,BHK,1.94078909224415,1,1,"Sus,Pune",18.539812,4.30051390329475,4.174387269895637
Dealer,0,1,3,BHK,1.9672022070733628,1,1,"Marol,Mumbai",22.803593,4.427896025630252,5.521460917862246
Dealer,0,0,2,BHK,1.936451161286682,1,1,"Wadala East,Lalitpur",19.014858,4.288624882662238,5.393627546352362
Owner,0,0,2,BHK,1.952690324448127,1,1,"Near Ambamata Mandir,Vapi",20.366670000000006,4.289088639014612,3.6375861597263857
Owner,0,0,3,BHK,1.9586961776892762,1,1,"Patel Nagar-II,Ghaziabad",28.460928000000006,4.344316862474202,4.0943445622221
Dealer,0,0,1,RK,1.8186182775599857,1,1,"Balkum,Lalitpur",24.69028,4.362064842211599,3.828641396489095
Dealer,1,1,2,BHK,1.9620094757047646,0,1,"Bolar,Mangalore",12.843852,4.315422929176997,3.9435216724875173
Owner,0,0,2,BHK,1.930604046321735,1,1,"Ayanambakkam,Chennai",13.077175,4.383918007400288,4.007333185232471
Dealer,1,1,3,BHK,2.026448129935247,0,1,"Sector 88 Faridabad,Faridabad",28.431862,4.348354849703258,4.275276264727001
Owner,0,0,3,BHK,1.9672115336215636,1,1,"Shiv Mandir,Siliguri",25.232239,4.268186000343337,3.481240089335692
Dealer,0,0,3,BHK,2.0188563079625053,1,1,"Sector 88 Faridabad,Faridabad",28.431862,4.348354849703258,4.092676505121403
Owner,0,0,2,BHK,1.9251938068351506,1,1,"Nandanwan Phases 2,Aurangabad",19.88879,4.322056860897659,4.174387269895637
Dealer,0,0,2,BHK,1.9396788097437538,1,1,"Basaveshwara Nagar,Bangalore",12.985039,4.350843324884179,4.22683374526818
Dealer,0,0,3,BHK,1.9526762389761254,1,1,"Wadala East,Lalitpur",19.014858,4.288624882662238,5.521460917862246
Owner,0,0,2,BHK,1.9463479758789402,1,1,"Jhotwara,Jaipur",26.955346,4.327237671760756,3.3141860046725258
Dealer,1,1,2,BHK,1.9182941804820695,0,0,"Balkum,Lalitpur",24.69028,4.362064842211599,4.248495242049359
Owner,0,0,3,BHK,1.9854471973904408,1,1,"Poolakkaparambu,Ottapalam",10.77,4.3357208817973705,3.912023005428146
Owner,0,0,3,BHK,1.997789813081176,1,1,"Sector-137 Noida,Noida",28.506454,4.349110390526719,4.248495242049359
Dealer,0,1,2,BHK,1.8488350460716407,1,1,"Sector 86 Faridabad,Faridabad",28.406388,4.348244748251822,3.095577608523707
Dealer,0,1,3,BHK,1.9381518861584208,1,1,"Powai,Mumbai",19.12,4.289225803818339,5.634789603169249
Owner,0,0,3,BHK,1.99311133938839,1,1,"Yelahanka,Bangalore",13.11389,4.3515459063390445,4.30406509320417
Owner,0,0,2,BHK,1.9896837221796302,1,1,"Malviya Nagar,Jaipur",26.850391,4.328285583815364,4.442651256490317
Dealer,0,0,3,BHK,1.9986463362280473,1,1,"Sector 77 Faridabad,Faridabad",28.368269,4.348634392933046,3.8958936234982624
Owner,0,0,2,BHK,1.9586961776892762,1,1,"Madhuranagar,Vijayawada",16.51667,4.389705451948824,3.8066624897703196
Owner,0,0,2,BHK,1.892119267770747,1,1,"Tilakwadi,Belgaum",15.86667,4.310799125385514,4.0943445622221
Owner,1,0,2,BHK,1.8880414312544314,0,1,"tallaiya,Bhopal",23.25,4.349202132082888,3.4011973816621555
Owner,0,0,2,BHK,1.9655566272308684,1,1,"Mulki,Mangalore",13.0915,4.314609307079841,3.4965075614664802
Owner,0,0,2,BHK,1.9463676728428037,1,1,"Manewada,Nagpur",21.093676,4.370864127556833,3.367295829986474
Dealer,0,1,3,BHK,2.0282669849192843,1,1,"Kharadi,Pune",18.5438,4.303305345209278,5.3471075307174685
Dealer,0,0,2,BHK,1.9522403490612215,1,1,"Sector-8 Ulwe,Lalitpur",19.216097,4.288014276085156,4.484131857611035
Owner,0,0,4,BHK,2.0442328680588697,1,1,"Wilson Garden,Bangalore",12.9506,4.351505569605929,4.941642422609304
Dealer,0,0,3,BHK,1.8946588159809719,1,1,"DN Nagar,Maharashtra",20.742166,4.383333305607463,5.480638923341991
Owner,0,0,4,BHK,2.057201813448391,1,1,"Ramprastha,Ghaziabad",28.66667,4.349202132082888,5.075173815233827
Dealer,1,1,4,BHK,2.045711843727131,0,1,"Gomti Nagar Extension,Lucknow",21.0,4.343805421853684,4.605170185988092
Owner,0,1,2,BHK,1.9526860299456157,1,1,"Sector-74 Noida,Noida",28.577673,4.348854743455389,4.0943445622221
Dealer,0,1,2,BHK,1.9333567318242992,1,1,"New Panvel,Mumbai",18.966114,4.292488586519191,4.400603020246817
Dealer,0,0,2,BHK,1.9697225467254769,1,1,"Jatkhedi,Bhopal",23.169982,4.349992592426787,3.4011973816621555
Dealer,0,1,2,BHK,1.932180263759583,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,4.327780656455312,3.214867803470662
Owner,0,0,2,BHK,1.9304572851950268,1,1,"CV Raman Nagar,Bangalore",12.98556,4.352390413185545,3.871201010907891
Dealer,0,0,3,BHK,1.9487585555751503,1,1,"Medavakkam,Chennai",12.91716,4.384434608177243,3.983413001514819
Dealer,0,1,2,BHK,1.9156027716789656,1,1,"Sector-137 Noida,Noida",28.506454,4.349110390526719,3.7376696182833684
Owner,0,0,3,BHK,2.0282669849192843,1,1,"Basapura,Bangalore",12.863421,4.352242521426719,5.0106352940962555
Dealer,1,1,4,BHK,2.008652387399276,0,0,"Deonar,Maharashtra",19.049513,4.289352033678473,6.0867747269123065
Dealer,1,1,3,BHK,2.0282669849192843,0,1,"Sector-82 Mohali,Mohali",30.654128000000004,4.340324396081628,4.941642422609304
Dealer,0,0,2,BHK,1.9896837221796302,1,1,"Tilak Nagar,Kanpur",26.459137,4.375844087052375,4.605170185988092
Owner,0,0,2,BHK,1.9172747212614871,1,1,"Kalol,Gandhinagar",23.2257,4.283818121255579,2.8903717578961645
Dealer,0,1,2,BHK,1.9579227365802612,1,1,"Talegaon,Pune",18.441256,4.312775171719324,4.100989104940769
Owner,0,0,2,BHK,1.9885256851613273,1,1,"Mansarovar Extension,Jaipur",26.8626,4.327614006535299,3.4011973816621555
Owner,1,1,2,BHK,1.9311745323059841,0,1,"Sector-143 Noida,Noida",28.5035,4.349328414738552,3.912023005428146
Dealer,0,0,2,BHK,1.9532932727736119,1,1,"Bhandup (West),Maharashtra",19.147866,4.289535850386158,4.941642422609304
Owner,0,0,2,BHK,1.925175155915006,1,1,"Eswaran Koil Street,Pondicherry",11.93,4.379899373657707,4.382026634673881
Owner,0,0,2,BHK,1.9131248046846085,1,1,"Sector-78 Noida,Noida",28.560719,4.348808573503271,3.8918202981106265
Dealer,0,0,2,BHK,1.909421446062743,1,1,"Ananth Nagar,Bangalore",12.96991,4.351541138183826,3.1986731175506815
Owner,0,0,1,BHK,1.8213517129205994,1,1,"Roha,Raigad",18.4543,4.292029440930211,2.8903717578961645
Dealer,0,0,2,BHK,1.8998081277404202,1,1,"Thane West,Maharashtra",19.18,4.289956986171905,4.553876891600541
Owner,0,0,2,BHK,1.900189333713749,1,1,"Ankur Vihar,Ghaziabad",28.66667,4.349202132082888,3.091042453358316
Dealer,0,1,2,BHK,1.8584156366286428,1,1,"Koyambedu,Chennai",13.069866,4.384503851337497,3.871201010907891
Owner,0,0,3,BHK,2.0050699101866325,1,1,"Naveen Nagar,Kanpur",28.861993,4.366358464966849,4.31748811353631
Owner,0,0,2,BHK,1.9526921716714611,1,1,"Nirman Nagar,Jaipur",19.980678,4.373205795205094,4.532599493153256
Owner,0,0,3,BHK,1.9941673925017824,1,1,"Sector-75 Noida,Noida",28.576117,4.348755952923432,4.477336814478207
Owner,0,0,5,BHK,2.0066404424794886,1,1,"Sahibabad,Ghaziabad",28.6711,4.3485771359792675,4.406719247264253
Owner,1,0,3,BHK,1.998484380068854,0,1,"Tripunithura,Kochi",9.952439,4.335502168433846,4.31748811353631
Owner,0,0,1,BHK,1.8558328821047971,1,1,"Pen,Raigad",18.75,4.291554731509806,3.054001181677967
Dealer,0,1,2,BHK,1.983050479638357,1,1,"Sector-66A Mohali,Mohali",30.661104,4.3405023363043345,4.1728476237100445
Owner,0,0,2,BHK,1.948297787983889,1,1,"Dodda Banaswadi,Bangalore",13.008071,4.352228226854213,4.382026634673881
Dealer,0,0,4,BHK,2.069352579520715,1,1,"Sikandra,Agra",27.216013,4.356078294612682,4.30406509320417
Dealer,0,0,3,BHK,2.0282669849192843,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,4.344714774500976,5.8289456176102075
Owner,0,0,3,BHK,1.9697311700397544,1,1,"Electronics City Phase 1,Bangalore",12.840956,4.352333126234865,4.248495242049359
Owner,1,1,2,BHK,1.9475321109062058,0,1,"Katapady,Udupi",13.278237,4.3141134658125,3.6375861597263857
Dealer,1,1,4,BHK,1.9703543622024247,0,0,"Kanchpada,Maharashtra",18.96,4.287990642747287,6.152732694704104
Dealer,0,1,2,BHK,1.9384717638150633,1,1,"Sector-70 Noida,Noida",28.59632,4.348746829329059,3.828641396489095
Dealer,0,0,3,BHK,2.0282669849192843,1,1,"Sector 82 Faridabad,Faridabad",28.394375,4.348434005104439,4.4272389774954295
Owner,0,1,3,BHK,2.0179701100219956,1,1,"Noida Extension,Noida",28.579004,4.349389451450874,4.406719247264253
Dealer,0,0,3,BHK,2.0038594609397893,1,1,"Kudasan,Gandhinagar",23.166495,4.285437124375166,4.248495242049359
Owner,0,1,2,BHK,1.8269026656007323,1,1,"Purseni,Lucknow",26.707154,4.394231180300467,2.3978952727983707
Owner,0,0,2,BHK,1.9333701105717833,1,1,"Chandapura,Bangalore",12.80009,4.353007369356111,3.871201010907891
Dealer,0,1,2,BHK,1.9692786743207862,1,1,"4 Bunglows,Mumbai",19.128324,4.288064905301483,5.799092654460526
Dealer,0,1,3,BHK,1.992992986016275,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,4.3482694691257455,4.605170185988092
Owner,0,0,2,BHK,1.9493224221845338,1,1,"Kaggadasapura,Bangalore",12.9816,4.352506419187859,4.127134385045092
Dealer,0,0,2,BHK,1.89984439749232,1,1,"Jhotwara,Jaipur",26.955346,4.327237671760756,2.803360380906535
Dealer,0,1,4,BHK,2.064899311616763,1,1,"Manpada,Maharashtra",19.239813,4.28994865318418,5.703782474656201
Dealer,0,0,3,BHK,1.9909329596899317,1,1,"JP Nagar,Bangalore",12.905368,4.351314856636122,4.605170185988092
Owner,0,0,3,BHK,1.9677576529209715,1,1,"Ponekkara,Kochi",9.930471,4.334296366740936,3.871201010907891
Dealer,0,0,2,BHK,1.915638292684251,1,1,"Sector-25 Khandeshhwar,Mumbai",28.582887,4.348210445734009,4.174387269895637
Owner,0,0,2,BHK,1.9293758237344008,1,1,"Bicholi Mardana,Indore",22.1764,4.328352877653061,3.2188758248682006
Dealer,0,0,2,BHK,1.9463291881480629,1,1,"Syndicate Bank Colony,Bangalore",12.977126,4.351280324123362,3.6375861597263857
Owner,1,0,2,BHK,1.9397160335852628,0,1,"Paota,Jodhpur",26.29564,4.2909994323132175,3.6109179126442243
Dealer,0,1,3,BHK,1.98022879002907,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,4.327780656455312,4.05871738457895
Dealer,0,0,3,BHK,2.0097860036238773,1,1,"Sector 19 Kharghar,Mumbai",19.048979,4.291530538551587,5.19295685089021
Dealer,0,1,2,BHK,1.9525682135834657,1,1,"Marol,Lalitpur",24.69028,4.362064842211599,5.19295685089021
Dealer,0,0,2,BHK,1.86829949703935,1,1,"Vadavalli,Coimbatore",11.026678,4.342552468404072,2.995732273553991
Owner,0,0,2,BHK,1.9756862277272127,1,1,"Gopalpura Bypass,Jaipur",26.878068,4.32783250535112,4.442651256490317
Dealer,0,0,3,BHK,2.014313772936772,1,1,"Rasanna Colony,Bangalore",12.96991,4.351541138183826,5.0106352940962555
Dealer,0,1,2,BHK,1.9185150761559946,1,1,"Taloja,Maharashtra",21.56128,4.306930982617215,3.5234150143864045
Dealer,0,0,3,BHK,2.0015057353825143,1,1,"Budigere,Bangalore",13.141581,4.353495412790753,4.477336814478207
Owner,0,0,2,BHK,1.9173158881557075,1,1,"Tarsali,Vadodara",22.261354,4.293407597909698,3.2188758248682006
Owner,0,0,2,BHK,1.9718429840108203,1,1,"Doddakannelli,Bangalore",12.905538,4.35278141938381,4.605170185988092
Dealer,0,1,3,BHK,2.0249025320548437,1,1,"Sector-88 Mohali,Mohali",30.684523,4.339793853795706,4.59511985013459
Dealer,0,0,3,BHK,2.0020881101159036,1,1,"Kakkanad,Kochi",9.930471,4.334296366740936,4.204692619390966
Dealer,0,0,3,BHK,1.9625203616584888,1,1,"Kanjur Marg (East),Maharashtra",18.96,4.287990642747287,5.3471075307174685
Dealer,0,0,1,BHK,1.8694544527074457,1,1,"Sector 20 Ulwe,Maharashtra",18.964489,4.290727542192395,3.8918202981106265
Owner,0,0,2,BHK,1.9563435873570247,1,1,"Ferrar Nagar,Bangalore",12.96991,4.351541138183826,4.31748811353631
Owner,0,0,3,BHK,1.9587064356150754,1,1,"Sahibabad,Ghaziabad",28.6711,4.3485771359792675,4.007333185232471
Owner,1,1,4,BHK,2.066993770174389,0,1,"Sector-98 Noida,Noida",28.535689,4.348465598292148,5.521460917862246
Owner,0,0,2,BHK,1.9088538267501614,1,1,"Ajmer Road,Jaipur",26.928785,4.3284676439547995,3.4011973816621555
Dealer,1,1,4,BHK,2.0639636728360307,0,1,"Konanakunte,Bangalore",12.8855,4.351100823501241,5.521460917862246
Owner,0,0,2,BHK,1.9172773941321677,1,1,"Roopena Agrahara,Bangalore",12.928575,4.351383402525714,4.007333185232471
Dealer,1,0,4,BHK,2.0558105016983195,0,1,"NIBM,Pune",18.475864,4.302577622603228,5.075173815233827
Dealer,0,0,2,BHK,1.9179370896031978,1,1,"Suraksha Nagar,Bangalore",20.098413,4.370812237725695,3.9259259105971376
Dealer,1,1,3,BHK,1.9959276376083381,0,1,"Tonk Road,Jaipur",26.16667,4.3278783476178635,4.700480365792417
Dealer,0,0,2,BHK,1.9260200412247097,1,1,"Hiranandani Estate,Lalitpur",19.255098,4.290206347479055,5.0106352940962555
Dealer,0,0,2,BHK,1.9326447339160655,1,1,"Sector-53 Noida,Noida",28.593566,4.348505424452322,4.0943445622221
Dealer,0,0,4,BHK,2.056932984130247,1,1,"Kadugodi,Bangalore",12.995285,4.353714566311578,4.553876891600541
Owner,0,0,2,BHK,1.9526914696977526,1,1,"Villivakkam Near ICF Bus Stand,Chennai",13.1101,4.384641961722701,4.31748811353631
Dealer,0,0,2,BHK,1.9598818861651384,1,1,"Kamothe,Mumbai",19.0168,4.2917799387705315,4.442651256490317
Dealer,0,0,2,BHK,1.976704070001507,1,1,"Sector-11 Ghansoli,Mumbai",19.126499,4.290453413732966,5.298317366548036
Dealer,1,1,2,BHK,1.8269026656007323,0,0,"Hiranandani Estate,Maharashtra",19.255098,4.290206347479055,4.700480365792417
Dealer,0,0,2,BHK,1.9397027734931482,1,1,"Manjalpur,Vadodara",22.271214,4.293042772705091,3.6888794541139363
Owner,0,0,1,BHK,1.8189628873013386,1,1,"Madanandapuram,Chennai",13.020957,4.383934488562697,3.6888794541139363
Dealer,0,0,2,BHK,1.930521095591863,1,1,"Hajipur,Noida",28.538774,4.3485540642484475,3.044522437723423
Dealer,0,0,2,BHK,1.9390373766598996,1,1,"Sector 77 Faridabad,Faridabad",28.368269,4.348634392933046,3.1780538303479458
Dealer,1,1,2,BHK,1.9701254573698699,0,1,"Sarjapur Road,Bangalore",12.86,4.353961466405538,4.499809670330265
Owner,0,0,2,BHK,1.9896837221796302,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,4.3419933915074775,3.6375861597263857
Dealer,1,0,1,BHK,1.809268280475554,0,1,"Kanjur Marg (East),Mumbai",19.221571,4.291041107564116,4.787491742782046
Owner,0,0,2,BHK,1.8901186105970065,1,1,"Gyan Khand 2,Ghaziabad",28.66667,4.349202132082888,3.4339872044851463
Dealer,0,0,2,BHK,1.9410542145860628,1,1,"Roadpali,Maharashtra",19.040066,4.292038290000744,4.276666119016055
Dealer,0,1,3,BHK,1.9816841984065496,1,1,"Electronic City Phase II,Bangalore",12.8458,4.352503844283903,4.375757021660286
Dealer,0,0,2,BHK,1.9539108037197572,1,1,"Sector-35G Kharghar,Maharashtra",18.96,4.287990642747287,4.48863636973214
Dealer,0,0,3,BHK,2.005862066287613,1,1,"Goregaon (East),Lalitpur",19.1615,4.288719572289608,6.016157159698354
Owner,1,0,3,BHK,2.0044798036530413,0,1,"Sector-143B Noida,Noida",28.495803,4.34933359383403,4.22829253473184
Owner,0,0,2,BHK,1.97154914019632,1,1,"RM Park,Valsad",20.606469,4.289273327034176,3.4965075614664802
Dealer,0,0,1,BHK,1.8682593490499855,1,1,"Kalyan (West),Mumbai",19.245347,4.292164520919905,3.912023005428146
Owner,0,0,1,BHK,1.8392621688536903,1,1,"Saphale,Palghar",19.585537,4.288222255582398,2.772588722239781
Dealer,0,0,3,BHK,2.01651598042257,1,1,"Suraksha Nagar,Bangalore",20.098413,4.370812237725695,4.584967478670572
Dealer,0,0,3,BHK,1.9963466520157356,1,1,"Judges Enclave,Ghaziabad",28.66667,4.349202132082888,4.248495242049359
Dealer,0,0,3,BHK,1.9923878475748245,1,1,"Harlur Road,Bangalore",12.904179,4.352416254977243,4.33729074083249
Owner,0,0,2,BHK,1.860840008736403,1,1,"Byagadadhenahalli,Bangalore",12.758604,4.3528601093566825,3.258096538021482
Owner,0,0,4,BHK,2.0407283428344116,1,1,"Citylight Area,Surat",21.17,4.288127958229824,4.700480365792417
Dealer,0,1,2,BHK,1.9447653927082034,1,1,"Manpada,Mumbai",19.239813,4.28994865318418,4.941642422609304
Owner,0,0,2,BHK,1.9586800593941942,1,1,"Doddakallasandra,Bangalore",12.880993,4.351021582366701,4.248495242049359
Owner,0,0,2,BHK,1.966112594220187,1,1,"Bhuvaneshwari Nagar,Bangalore",13.033421,4.35161837949933,4.110873864173311
Owner,0,0,2,BHK,1.8998081277404202,1,1,"Mohan Nagar,Ghaziabad",28.678014,4.348766601319244,3.7376696182833684
Dealer,0,1,2,BHK,1.9896837221796302,1,0,"Anna Nagar West,Chennai",13.086769,4.384412972603297,5.0106352940962555
Dealer,0,1,3,BHK,1.9581840961547818,1,1,"Ghodbunder Road,Lalitpur",24.69028,4.362064842211599,4.700480365792417
Dealer,0,0,3,BHK,1.9797141392771842,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,4.327780656455312,3.713572066704308
Owner,0,0,2,BHK,1.9088643293573633,1,1,"Palghar,Palghar",19.696531,4.287272807576684,3.1780538303479458
Dealer,0,0,2,BHK,1.9188064816624801,1,1,"Keelkattalai,Chennai",12.957707,4.384319890651192,3.8753590210565547
Owner,1,0,2,BHK,1.9189129294626228,0,1,"Ramna,Varanasi",25.248438,4.419010665625103,3.4965075614664802
Dealer,0,0,3,BHK,2.017962192363863,1,1,"Aga Abbas Ali Road,Bangalore",12.96991,4.351541138183826,5.521460917862246
Dealer,0,1,3,BHK,2.0282669849192843,1,1,"Sector-107 Noida,Noida",28.546788,4.348708886689589,5.075173815233827
Dealer,0,1,2,BHK,1.9034967610127829,1,1,"Thane West,Mumbai",19.18,4.289956986171905,4.941642422609304
Dealer,0,0,2,BHK,1.9635147426457504,1,1,"Sargasan,Gandhinagar",23.182972,4.285123104911434,3.58351893845611
Dealer,0,1,3,BHK,1.934672554438367,1,0,"Kharadi,Maharashtra",18.5438,4.303305345209278,4.3694478524670215
Dealer,0,0,4,BHK,2.0466086870387703,1,1,"Sector-70 Mohali,Mohali",30.697795000000006,4.340093632588218,5.075173815233827
Dealer,0,0,2,BHK,1.9172875049615137,1,1,"Sector 35I Kharghar,Lalitpur",24.69028,4.362064842211599,4.23410650459726
Dealer,0,0,3,BHK,2.0282669849192843,1,1,"C-Scheme,Jaipur",26.91667,4.328977457520796,5.247024072160486
Dealer,0,0,3,BHK,1.9751720794167968,1,1,"Sector-50 Noida,Noida",28.5679,4.348571965889786,4.394449154672439
Dealer,0,1,2,BHK,1.9463622559518434,1,1,"Warje,Pune",18.485487,4.301409854960852,4.248495242049359
Dealer,0,1,1,BHK,1.8589395455250326,1,1,"Mambakkam,Chennai",12.8356,4.384126927513917,3.4011973816621555
Owner,0,0,2,BHK,1.9463936764644902,1,1,"Sai Nagar,Amravati",20.892133,4.353391329877274,3.2188758248682006
Dealer,0,0,3,BHK,1.9874067503957162,1,1,"Sector-137 Noida,Noida",28.506454,4.349110390526719,4.3694478524670215
Dealer,0,1,4,BHK,2.070687708311409,1,1,"Sector-79 Noida,Noida",28.558047,4.34889313280001,5.075173815233827
Owner,0,0,2,BHK,1.9326447339160655,1,1,"Venkojipalem,Visakhapatnam",17.7,4.421848128860553,3.912023005428146
Dealer,0,0,2,BHK,1.9896837221796302,1,1,"Goregaon (East),Mumbai",19.1615,4.288719572289608,5.438079308923196
Dealer,1,1,2,BHK,1.9320398235177814,0,0,"Sevasi,Vadodara",22.311323,4.292119364083586,3.068052935133617
Dealer,0,0,3,BHK,2.002362389754453,1,0,"Sector-90 Gurgaon,Gurgaon",28.406794,4.342979717417219,4.700480365792417
Dealer,0,0,4,BHK,2.049314934254867,1,1,"Sunny Enclave,Mohali",30.664299,4.3414340929939765,4.02535169073515
Owner,0,0,3,BHK,1.8946588159809719,1,1,"Sector 55 Faridabad,Faridabad",28.34532,4.347681471686216,3.8066624897703196
Dealer,1,1,2,BHK,1.9463479758789402,0,1,"Majiwada,Mumbai",19.218498,4.290351407915751,4.700480365792417
Dealer,0,1,3,BHK,2.0282669849192843,1,1,"Sector-110 Noida,Noida",28.536585,4.348775763501099,4.605170185988092
Dealer,0,1,4,BHK,2.0519706503378052,1,1,"Laxmi Nagar,Mumbai",22.281215,4.259710387962433,5.703782474656201
Dealer,0,0,2,BHK,1.9896837221796302,1,1,"Hadapsar,Pune",18.49667,4.303276539133872,4.127134385045092
Dealer,1,1,2,BHK,1.863921983430322,0,0,"Vasai East,Mumbai",19.402549,4.288463175963661,3.8264651170664994
Owner,0,0,2,BHK,1.9376076243586153,1,1,"Chinhat,Lucknow",26.882832,4.394865944346764,3.6109179126442243
Dealer,0,0,2,BHK,1.9274804547232358,1,1,"kavesar,Maharashtra",18.96,4.287990642747287,4.499809670330265
Builder,1,1,2,BHK,1.8559612315951906,0,0,"Sus,Lalitpur",24.69028,4.362064842211599,3.8264651170664994
Dealer,0,0,2,BHK,1.9304320948612383,1,1,"Hiranandani Estate,Mumbai",19.255098,4.290206347479055,4.867534450455582
Dealer,0,0,3,BHK,2.0066583591605385,1,1,"Chembur,Mumbai",19.05871,4.289084386605023,6.040254711277414
Dealer,0,1,1,BHK,1.8409694885457561,1,0,"Thane West,Mumbai",19.18,4.289956986171905,4.069026754237811
Dealer,0,0,2,BHK,1.9581660518385051,1,1,"Karamsad,Anand",22.55,4.289088639014612,2.833213344056216
