POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
Dealer,0,0,2,BHK,7.073619123359511,1,1,"Sector-115 Mohali,Mohali",30.712867,4.339230779308912,3.131136910560194
Dealer,0,0,2,BHK,6.907755278982137,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,4.3419933915074775,2.5257286443082556
Dealer,0,0,3,BHK,7.244304441930159,1,1,"Sector 84 Faridabad,Faridabad",28.40473,4.348566976728093,3.9512437185814275
Dealer,0,1,2,BHK,6.849200534066718,1,1,"Sector-134 Noida,Noida",28.5041,4.348748470548351,3.4965075614664802
Owner,0,0,2,BHK,7.047644501952429,1,1,"Indra Colony,Jaipur",26.586306,4.315796470180832,4.007333185232471
Dealer,1,1,1,BHK,6.761650820619044,0,1,"Thane West,Lalitpur",19.18,4.289956986171905,4.406719247264253
Dealer,0,1,2,BHK,6.754354880556717,1,0,"Mulund (West),Maharashtra",19.1759,4.2898044321562825,5.480638923341991
Owner,0,0,3,BHK,7.068350925606546,1,1,"Thalambur,Chennai",12.852171,4.384733293366175,4.007333185232471
Dealer,1,1,2,BHK,6.9276440633510035,0,1,"Wakad,Pune",18.5993,4.300850472383287,4.174387269895637
Owner,0,0,4,BHK,7.40863057219696,1,1,"Vasna,Vadodara",22.312063,4.285987759435517,4.174387269895637
Dealer,1,0,2,BHK,6.907755278982137,0,1,"Madhurawada,Visakhapatnam",17.815234,4.423146744753278,3.5553480614894135
Owner,0,0,3,BHK,7.170159544188049,1,1,"Vasanthapura,Bangalore",12.894088,4.350908885656021,4.31748811353631
Dealer,0,1,2,BHK,6.964244234117938,1,1,"Sus,Pune",18.539812,4.30051390329475,4.174387269895637
Dealer,1,0,1,BHK,5.991464547107982,0,1,"Kharadi,Pune",18.5438,4.303305345209278,3.4011973816621555
Dealer,0,1,3,BHK,7.150642458989398,1,1,"Marol,Mumbai",22.803593,4.427896025630252,5.521460917862246
Dealer,0,0,2,BHK,6.934099254151739,1,1,"Wadala East,Lalitpur",19.014858,4.288624882662238,5.393627546352362
Owner,0,0,2,BHK,7.04762248972943,1,1,"Near Ambamata Mandir,Vapi",20.366670000000006,4.289088639014612,3.6375861597263857
Owner,0,0,3,BHK,7.090076835776092,1,1,"Patel Nagar-II,Ghaziabad",28.460928000000006,4.344316862474202,4.0943445622221
Dealer,0,0,1,RK,6.163336543377287,1,1,"Balkum,Lalitpur",24.69028,4.362064842211599,3.828641396489095
Dealer,1,1,2,BHK,7.113607333535123,0,1,"Bolar,Mangalore",12.843852,4.315422929176997,3.9435216724875173
Owner,0,0,2,BHK,6.893673082048938,1,1,"Ayanambakkam,Chennai",13.077175,4.383918007400288,4.007333185232471
Dealer,1,1,3,BHK,7.5870900853810355,0,1,"Sector 88 Faridabad,Faridabad",28.431862,4.348354849703258,4.275276264727001
Dealer,1,1,1,BHK,6.041721941035872,0,1,"Sindhi Society Chembur,Lalitpur",19.048403,4.288914549787888,4.867534450455582
Owner,0,0,3,BHK,7.150709150111958,1,1,"Shiv Mandir,Siliguri",25.232239,4.268186000343337,3.481240089335692
Dealer,1,1,1,BHK,6.00641281053194,0,0,"Kalyan (West),Maharashtra",19.245347,4.292164520919905,3.686376323895818
Dealer,0,0,3,BHK,7.529708339763393,1,1,"Sector 88 Faridabad,Faridabad",28.431862,4.348354849703258,4.092676505121403
Owner,0,0,2,BHK,6.8564773693183465,1,1,"Nandanwan Phases 2,Aurangabad",19.88879,4.322056860897659,4.174387269895637
Dealer,0,0,2,BHK,6.956516246534876,1,1,"Basaveshwara Nagar,Bangalore",12.985039,4.350843324884179,4.22683374526818
Dealer,0,0,3,BHK,7.047523221339296,1,1,"Wadala East,Lalitpur",19.014858,4.288624882662238,5.521460917862246
Owner,0,0,2,BHK,7.003065458786462,1,1,"Jhotwara,Jaipur",26.955346,4.327237671760756,3.3141860046725258
Dealer,1,1,2,BHK,6.809333063443925,0,0,"Balkum,Lalitpur",24.69028,4.362064842211599,4.248495242049359
Owner,0,0,3,BHK,7.28230328440958,1,1,"Poolakkaparambu,Ottapalam",10.77,4.3357208817973705,3.912023005428146
Owner,0,0,3,BHK,7.372742938006492,1,1,"Sector-137 Noida,Noida",28.506454,4.349110390526719,4.248495242049359
Dealer,0,1,2,BHK,6.3524149397016965,1,1,"Sector 86 Faridabad,Faridabad",28.406388,4.348244748251822,3.095577608523707
Dealer,0,1,3,BHK,6.945902283223946,1,1,"Powai,Mumbai",19.12,4.289225803818339,5.634789603169249
Owner,0,0,3,BHK,7.338330316169269,1,1,"Yelahanka,Bangalore",13.11389,4.3515459063390445,4.30406509320417
Dealer,0,0,3,BHK,7.379060568200839,1,1,"Sector 77 Faridabad,Faridabad",28.368269,4.348634392933046,3.8958936234982624
Owner,0,0,2,BHK,7.090076835776092,1,1,"Madhuranagar,Vijayawada",16.51667,4.389705451948824,3.8066624897703196
Owner,0,0,2,BHK,6.633411771029537,1,1,"Tilakwadi,Belgaum",15.86667,4.310799125385514,4.0943445622221
Owner,1,0,2,BHK,6.606416880065537,0,1,"tallaiya,Bhopal",23.25,4.349202132082888,3.4011973816621555
Owner,0,0,2,BHK,7.138885182319906,1,1,"Mulki,Mangalore",13.0915,4.314609307079841,3.4965075614664802
Owner,0,0,2,BHK,7.003203399272236,1,1,"Manewada,Nagpur",21.093676,4.370864127556833,3.367295829986474
Dealer,0,1,3,BHK,7.737649902441038,1,1,"Kharadi,Pune",18.5438,4.303305345209278,5.3471075307174685
Dealer,0,0,2,BHK,7.0444519464595645,1,1,"Sector-8 Ulwe,Lalitpur",19.216097,4.288014276085156,4.484131857611035
Owner,0,0,4,BHK,7.723231527207671,1,1,"Wilson Garden,Bangalore",12.9506,4.351505569605929,4.941642422609304
Dealer,0,0,3,BHK,6.642510551671917,1,1,"DN Nagar,Maharashtra",20.742166,4.383333305607463,5.480638923341991
Owner,0,0,4,BHK,7.824046010856292,1,1,"Ramprastha,Ghaziabad",28.66667,4.349202132082888,5.075173815233827
Dealer,1,1,4,BHK,7.734662449661207,0,1,"Gomti Nagar Extension,Lucknow",21.0,4.343805421853684,4.605170185988092
Owner,0,1,2,BHK,7.047592223761937,1,1,"Sector-74 Noida,Noida",28.577673,4.348854743455389,4.0943445622221
Dealer,0,1,2,BHK,6.912675337619243,1,1,"New Panvel,Mumbai",18.966114,4.292488586519191,4.400603020246817
Dealer,0,0,2,BHK,7.168687236649336,1,1,"Jatkhedi,Bhopal",23.169982,4.349992592426787,3.4011973816621555
Dealer,0,1,2,BHK,6.904547577805166,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,4.327780656455312,3.214867803470662
Owner,0,0,2,BHK,6.892661433057446,1,1,"CV Raman Nagar,Bangalore",12.98556,4.352390413185545,3.871201010907891
Dealer,0,0,3,BHK,7.019967269589065,1,1,"Medavakkam,Chennai",12.91716,4.384434608177243,3.983413001514819
Dealer,0,1,2,BHK,6.7910310047025675,1,1,"Sector-137 Noida,Noida",28.506454,4.349110390526719,3.7376696182833684
Owner,0,0,3,BHK,7.91506540931946,1,1,"Basapura,Bangalore",12.863421,4.352242521426719,5.0106352940962555
Dealer,1,1,3,BHK,7.819236168085896,0,1,"Sector-82 Mohali,Mohali",30.654128000000004,4.340324396081628,4.941642422609304
Dealer,0,0,2,BHK,7.367887788637409,1,1,"Tilak Nagar,Kanpur",26.459137,4.375844087052375,4.605170185988092
Owner,0,0,2,BHK,6.802394763324311,1,1,"Kalol,Gandhinagar",23.2257,4.283818121255579,2.8903717578961645
Dealer,0,1,2,BHK,7.084595199020098,1,1,"Talegaon,Pune",18.441256,4.312775171719324,4.100989104940769
Owner,0,0,2,BHK,7.304756308962839,1,1,"Mansarovar Extension,Jaipur",26.8626,4.327614006535299,3.4011973816621555
Owner,1,1,2,BHK,6.897606947923222,0,1,"Sector-143 Noida,Noida",28.5035,4.349328414738552,3.912023005428146
Dealer,0,0,2,BHK,7.051873123235664,1,1,"Bhandup (West),Maharashtra",19.147866,4.289535850386158,4.941642422609304
Owner,0,0,2,BHK,6.856349490898987,1,1,"Eswaran Koil Street,Pondicherry",11.93,4.379899373657707,4.382026634673881
Owner,0,0,2,BHK,6.774223886357614,1,1,"Sector-78 Noida,Noida",28.560719,4.348808573503271,3.8918202981106265
Dealer,0,0,2,BHK,6.749182902412989,1,1,"Ananth Nagar,Bangalore",12.96991,4.351541138183826,3.1986731175506815
Owner,0,0,1,BHK,6.18020667162286,1,1,"Roha,Raigad",18.4543,4.292029440930211,2.8903717578961645
Dealer,0,0,2,BHK,6.684611727667927,1,1,"Thane West,Maharashtra",19.18,4.289956986171905,4.553876891600541
Owner,0,0,2,BHK,6.687160427346805,1,1,"Ankur Vihar,Ghaziabad",28.66667,4.349202132082888,3.091042453358316
Dealer,0,1,2,BHK,6.413567296380419,1,1,"Koyambedu,Chennai",13.069866,4.384503851337497,3.871201010907891
Owner,0,0,3,BHK,7.426613074515792,1,1,"Naveen Nagar,Kanpur",28.861993,4.366358464966849,4.31748811353631
Owner,0,0,2,BHK,7.047635508274166,1,1,"Nirman Nagar,Jaipur",19.980678,4.373205795205094,4.532599493153256
Owner,0,0,3,BHK,7.346084076217368,1,1,"Sector-75 Noida,Noida",28.576117,4.348755952923432,4.477336814478207
Owner,0,0,5,BHK,7.438285974109411,1,1,"Sahibabad,Ghaziabad",28.6711,4.3485771359792675,4.406719247264253
Owner,1,0,3,BHK,7.377865580663166,0,1,"Tripunithura,Kochi",9.952439,4.335502168433846,4.31748811353631
Owner,0,0,1,BHK,6.397023999265606,1,1,"Pen,Raigad",18.75,4.291554731509806,3.054001181677967
Dealer,0,1,2,BHK,7.264870557859209,1,1,"Sector-66A Mohali,Mohali",30.661104,4.3405023363043345,4.1728476237100445
Owner,0,0,2,BHK,7.016733441258382,1,1,"Dodda Banaswadi,Bangalore",13.008071,4.352228226854213,4.382026634673881
Dealer,0,0,4,BHK,7.919694085567703,1,1,"Sikandra,Agra",27.216013,4.356078294612682,4.30406509320417
Dealer,0,0,3,BHK,8.141480041456921,1,1,"Sector-65 Gurgaon,Gurgaon",28.403138,4.344714774500976,5.8289456176102075
Owner,0,0,3,BHK,7.168749054758873,1,1,"Electronics City Phase 1,Bangalore",12.840956,4.352333126234865,4.248495242049359
Owner,1,1,2,BHK,7.011362945597286,0,1,"Katapady,Udupi",13.278237,4.3141134658125,3.6375861597263857
Dealer,0,1,2,BHK,6.948124477565782,1,1,"Sector-70 Noida,Noida",28.59632,4.348746829329059,3.828641396489095
Dealer,0,0,3,BHK,7.666572644481558,1,1,"Sector 82 Faridabad,Faridabad",28.394375,4.348434005104439,4.4272389774954295
Owner,0,1,3,BHK,7.523038483582972,1,1,"Noida Extension,Noida",28.579004,4.349389451450874,4.406719247264253
Dealer,0,0,3,BHK,7.41762897480846,1,1,"Kudasan,Gandhinagar",23.166495,4.285437124375166,4.248495242049359
Owner,0,1,2,BHK,5.987110403819179,1,1,"Purseni,Lucknow",26.707154,4.394231180300467,2.3978952727983707
Owner,0,0,2,BHK,6.912767821175681,1,1,"Chandapura,Bangalore",12.80009,4.353007369356111,3.871201010907891
Dealer,0,1,2,BHK,7.165505960299752,1,1,"4 Bunglows,Mumbai",19.128324,4.288064905301483,5.799092654460526
Dealer,0,1,3,BHK,7.3374618514245356,1,1,"Sector-3 Vaishali,Ghaziabad",28.6423,4.3482694691257455,4.605170185988092
Owner,0,0,2,BHK,7.023926710924824,1,1,"Kaggadasapura,Bangalore",12.9816,4.352506419187859,4.127134385045092
Dealer,0,0,2,BHK,6.684854181273677,1,1,"Jhotwara,Jaipur",26.955346,4.327237671760756,2.803360380906535
Dealer,0,1,4,BHK,7.8845039797280725,1,1,"Manpada,Maharashtra",19.239813,4.28994865318418,5.703782474656201
Dealer,0,0,3,BHK,7.322362045181185,1,1,"JP Nagar,Bangalore",12.905368,4.351314856636122,4.605170185988092
Owner,0,0,3,BHK,7.154615356913663,1,1,"Ponekkara,Kochi",9.930471,4.334296366740936,3.871201010907891
Owner,0,0,1,BHK,6.016322690631499,1,1,"Sector-18 Vrindavan Colony,Lucknow",28.568846,4.348016878868482,2.6741486494265287
Dealer,0,0,4,BHK,8.140127557769372,1,1,"Vasna Road,Vadodara",22.312063,4.285987759435517,4.605170185988092
Dealer,0,0,2,BHK,6.791272233235094,1,1,"Sector-25 Khandeshhwar,Mumbai",28.582887,4.348210445734009,4.174387269895637
Owner,0,0,2,BHK,6.8852113145905625,1,1,"Bicholi Mardana,Indore",22.1764,4.328352877653061,3.2188758248682006
Dealer,0,0,2,BHK,7.002933888313265,1,1,"Syndicate Bank Colony,Bangalore",12.977126,4.351280324123362,3.6375861597263857
Owner,1,0,2,BHK,6.956775199612674,0,1,"Paota,Jodhpur",26.29564,4.2909994323132175,3.6109179126442243
Dealer,0,1,3,BHK,7.244400242113839,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,4.327780656455312,4.05871738457895
Dealer,0,0,3,BHK,7.461720395330079,1,1,"Sector 19 Kharghar,Mumbai",19.048979,4.291530538551587,5.19295685089021
Dealer,0,1,2,BHK,7.0467619509950365,1,1,"Marol,Lalitpur",24.69028,4.362064842211599,5.19295685089021
Dealer,0,0,2,BHK,6.477272407871685,1,1,"Vadavalli,Coimbatore",11.026678,4.342552468404072,2.995732273553991
Owner,0,0,2,BHK,7.211566733263801,1,1,"Gopalpura Bypass,Jaipur",26.878068,4.32783250535112,4.442651256490317
Dealer,0,0,3,BHK,7.495581944750877,1,1,"Rasanna Colony,Bangalore",12.96991,4.351541138183826,5.0106352940962555
Dealer,0,1,2,BHK,6.810837381802547,1,1,"Taloja,Maharashtra",21.56128,4.306930982617215,3.5234150143864045
Dealer,0,0,3,BHK,7.400190442726216,1,1,"Budigere,Bangalore",13.141581,4.353495412790753,4.477336814478207
Owner,0,0,2,BHK,6.80267480255411,1,1,"Tarsali,Vadodara",22.261354,4.293407597909698,3.2188758248682006
Owner,0,0,2,BHK,7.183904115870345,1,1,"Doddakannelli,Bangalore",12.905538,4.35278141938381,4.605170185988092
Dealer,0,1,3,BHK,7.575372552656154,1,1,"Sector-88 Mohali,Mohali",30.684523,4.339793853795706,4.59511985013459
Dealer,0,0,3,BHK,7.404501381831493,1,1,"Kakkanad,Kochi",9.930471,4.334296366740936,4.204692619390966
Dealer,0,0,3,BHK,7.117242504101861,1,1,"Kanjur Marg (East),Maharashtra",18.96,4.287990642747287,5.3471075307174685
Dealer,0,0,1,BHK,6.4847576921066175,1,1,"Sector 20 Ulwe,Maharashtra",18.964489,4.290727542192395,3.8918202981106265
Owner,0,0,2,BHK,7.073416394837651,1,1,"Ferrar Nagar,Bangalore",12.96991,4.351541138183826,4.31748811353631
Owner,0,0,3,BHK,7.0901495656312115,1,1,"Sahibabad,Ghaziabad",28.6711,4.3485771359792675,4.007333185232471
Owner,1,1,4,BHK,7.901035052341148,0,1,"Sector-98 Noida,Noida",28.535689,4.348465598292148,5.521460917862246
Owner,0,0,2,BHK,6.745353022913047,1,1,"Ajmer Road,Jaipur",26.928785,4.3284676439547995,3.4011973816621555
Dealer,1,1,4,BHK,7.8771303820876675,0,1,"Konanakunte,Bangalore",12.8855,4.351100823501241,5.521460917862246
Owner,0,0,2,BHK,6.802412945270129,1,1,"Roopena Agrahara,Bangalore",12.928575,4.351383402525714,4.007333185232471
Dealer,1,0,4,BHK,7.813167892889735,0,1,"NIBM,Pune",18.475864,4.302577622603228,5.075173815233827
Dealer,0,0,2,BHK,6.806901946806391,1,1,"Suraksha Nagar,Bangalore",20.098413,4.370812237725695,3.9259259105971376
Dealer,1,1,3,BHK,7.359026372229719,0,1,"Tonk Road,Jaipur",26.16667,4.3278783476178635,4.700480365792417
Dealer,0,0,2,BHK,6.862144767689418,1,1,"Hiranandani Estate,Lalitpur",19.255098,4.290206347479055,5.0106352940962555
Dealer,0,0,2,BHK,6.907755278982137,1,1,"Sector-53 Noida,Noida",28.593566,4.348505424452322,4.0943445622221
Dealer,0,0,4,BHK,7.821942960595513,1,1,"Kadugodi,Bangalore",12.995285,4.353714566311578,4.553876891600541
Owner,0,0,2,BHK,7.047630561021069,1,1,"Villivakkam Near ICF Bus Stand,Chennai",13.1101,4.384641961722701,4.31748811353631
Dealer,0,0,2,BHK,7.098488585931004,1,1,"Kamothe,Mumbai",19.0168,4.2917799387705315,4.442651256490317
Dealer,0,0,2,BHK,7.21891070761856,1,1,"Sector-11 Ghansoli,Mumbai",19.126499,4.290453413732966,5.298317366548036
Dealer,1,1,2,BHK,6.213881090015611,0,0,"Hiranandani Estate,Maharashtra",19.255098,4.290206347479055,4.700480365792417
Dealer,0,0,2,BHK,6.956682952744311,1,1,"Manjalpur,Vadodara",22.271214,4.293042772705091,3.6888794541139363
Owner,0,0,1,BHK,6.1654608551976215,1,1,"Madanandapuram,Chennai",13.020957,4.383934488562697,3.6888794541139363
Dealer,0,0,2,BHK,6.893101270551701,1,1,"Hajipur,Noida",28.538774,4.3485540642484475,3.044522437723423
Dealer,0,0,2,BHK,6.9520555376420505,1,1,"Sector 77 Faridabad,Faridabad",28.368269,4.348634392933046,3.1780538303479458
Dealer,1,1,2,BHK,7.171576158993006,0,1,"Sarjapur Road,Bangalore",12.86,4.353961466405538,4.499809670330265
Owner,0,0,2,BHK,7.600902459542082,1,1,"Alwar Bypass Road,Bhiwadi",28.2102,4.3419933915074775,3.6375861597263857
Dealer,1,0,1,BHK,6.105977933950343,0,1,"Kanjur Marg (East),Mumbai",19.221571,4.291041107564116,4.787491742782046
Owner,0,0,2,BHK,6.620153854878191,1,1,"Gyan Khand 2,Ghaziabad",28.66667,4.349202132082888,3.4339872044851463
Dealer,0,0,2,BHK,6.966090855638434,1,1,"Roadpali,Maharashtra",19.040066,4.292038290000744,4.276666119016055
Dealer,0,1,3,BHK,7.254951479232992,1,1,"Electronic City Phase II,Bangalore",12.8458,4.352503844283903,4.375757021660286
Dealer,0,0,2,BHK,7.056229217990779,1,1,"Sector-35G Kharghar,Maharashtra",18.96,4.287990642747287,4.48863636973214
Dealer,0,0,3,BHK,7.432498442129565,1,1,"Goregaon (East),Lalitpur",19.1615,4.288719572289608,6.016157159698354
Owner,1,0,3,BHK,7.422231874432604,0,1,"Sector-143B Noida,Noida",28.495803,4.34933359383403,4.22829253473184
Owner,0,0,2,BHK,7.181793480195741,1,1,"RM Park,Valsad",20.606469,4.289273327034176,3.4965075614664802
Dealer,0,0,1,BHK,6.477012363628104,1,1,"Kalyan (West),Mumbai",19.245347,4.292164520919905,3.912023005428146
Owner,0,0,1,BHK,6.291894192463641,1,1,"Saphale,Palghar",19.585537,4.288222255582398,2.772588722239781
Dealer,0,0,3,BHK,7.512106960498237,1,1,"Suraksha Nagar,Bangalore",20.098413,4.370812237725695,4.584967478670572
Dealer,0,0,3,BHK,7.362110556417781,1,1,"Judges Enclave,Ghaziabad",28.66667,4.349202132082888,4.248495242049359
Dealer,0,0,3,BHK,7.333023014386481,1,1,"Harlur Road,Bangalore",12.904179,4.352416254977243,4.33729074083249
Owner,0,0,2,BHK,6.429135033413677,1,1,"Byagadadhenahalli,Bangalore",12.758604,4.3528601093566825,3.258096538021482
Owner,0,0,4,BHK,7.696212639346407,1,1,"Citylight Area,Surat",21.17,4.288127958229824,4.700480365792417
Dealer,0,1,2,BHK,6.991991290455368,1,1,"Manpada,Mumbai",19.239813,4.28994865318418,4.941642422609304
Owner,0,0,2,BHK,7.089962556746492,1,1,"Doddakallasandra,Bangalore",12.880993,4.351021582366701,4.248495242049359
Owner,0,0,2,BHK,7.142855270338489,1,1,"Bhuvaneshwari Nagar,Bangalore",13.033421,4.35161837949933,4.110873864173311
Owner,0,0,2,BHK,6.684611727667927,1,1,"Mohan Nagar,Ghaziabad",28.678014,4.348766601319244,3.7376696182833684
Dealer,0,1,2,BHK,7.313220387090301,1,0,"Anna Nagar West,Chennai",13.086769,4.384412972603297,5.0106352940962555
Dealer,0,1,3,BHK,7.0864470677982405,1,1,"Ghodbunder Road,Lalitpur",24.69028,4.362064842211599,4.700480365792417
Dealer,0,0,3,BHK,7.24067286531318,1,1,"Raj Nagar Extension,Ghaziabad",26.900926,4.327780656455312,3.713572066704308
Owner,0,0,2,BHK,6.745423867078309,1,1,"Palghar,Palghar",19.696531,4.287272807576684,3.1780538303479458
Dealer,0,0,2,BHK,6.812822386525989,1,1,"Keelkattalai,Chennai",12.957707,4.384319890651192,3.8753590210565547
Owner,1,0,2,BHK,6.81354763508167,0,1,"Ramna,Varanasi",25.248438,4.419010665625103,3.4965075614664802
Dealer,0,0,3,BHK,7.5229789189719485,1,1,"Aga Abbas Ali Road,Bangalore",12.96991,4.351541138183826,5.521460917862246
Dealer,0,1,3,BHK,7.6352351384857124,1,1,"Sector-107 Noida,Noida",28.546788,4.348708886689589,5.075173815233827
Dealer,0,1,2,BHK,6.709314340330249,1,1,"Thane West,Mumbai",19.18,4.289956986171905,4.941642422609304
Dealer,0,0,2,BHK,7.124323274638016,1,1,"Sargasan,Gandhinagar",23.182972,4.285123104911434,3.58351893845611
Dealer,0,1,3,BHK,6.921777179043342,1,0,"Kharadi,Maharashtra",18.5438,4.303305345209278,4.3694478524670215
Dealer,0,0,4,BHK,7.7416023414795925,1,1,"Sector-70 Mohali,Mohali",30.697795000000006,4.340093632588218,5.075173815233827
Dealer,0,0,2,BHK,6.802481723654263,1,1,"Sector 35I Kharghar,Lalitpur",24.69028,4.362064842211599,4.23410650459726
Dealer,0,0,3,BHK,7.712128094810201,1,1,"C-Scheme,Jaipur",26.91667,4.328977457520796,5.247024072160486
Dealer,0,0,3,BHK,7.2078598714324755,1,1,"Sector-50 Noida,Noida",28.5679,4.348571965889786,4.394449154672439
Dealer,0,1,2,BHK,7.003165463785796,1,1,"Warje,Pune",18.485487,4.301409854960852,4.248495242049359
Dealer,0,1,1,BHK,6.416928301698003,1,1,"Mambakkam,Chennai",12.8356,4.384126927513917,3.4011973816621555
Owner,0,0,2,BHK,7.003385510291787,1,1,"Sai Nagar,Amravati",20.892133,4.353391329877274,3.2188758248682006
Dealer,0,0,3,BHK,7.296587334301603,1,1,"Sector-137 Noida,Noida",28.506454,4.349110390526719,4.3694478524670215
Dealer,0,1,4,BHK,7.9302749589974475,1,1,"Sector-79 Noida,Noida",28.558047,4.34889313280001,5.075173815233827
Owner,0,0,2,BHK,6.907755278982137,1,1,"Venkojipalem,Visakhapatnam",17.7,4.421848128860553,3.912023005428146
Dealer,0,0,2,BHK,7.334799373634271,1,1,"Goregaon (East),Mumbai",19.1615,4.288719572289608,5.438079308923196
Dealer,1,1,2,BHK,6.90357796956141,0,0,"Sevasi,Vadodara",22.311323,4.292119364083586,3.068052935133617
Dealer,0,0,3,BHK,7.406532564337407,1,0,"Sector-90 Gurgaon,Gurgaon",28.406794,4.342979717417219,4.700480365792417
Dealer,0,0,4,BHK,7.762581405727632,1,1,"Sunny Enclave,Mohali",30.664299,4.3414340929939765,4.02535169073515
Owner,0,0,3,BHK,6.280510512160253,1,1,"Sector 55 Faridabad,Faridabad",28.34532,4.347681471686216,3.8066624897703196
Dealer,1,1,2,BHK,7.003065458786462,0,1,"Majiwada,Mumbai",19.218498,4.290351407915751,4.700480365792417
Dealer,0,1,3,BHK,7.694554015499138,1,1,"Sector-110 Noida,Noida",28.536585,4.348775763501099,4.605170185988092
Dealer,0,1,4,BHK,7.783224016336037,1,1,"Laxmi Nagar,Mumbai",22.281215,4.259710387962433,5.703782474656201
Dealer,0,0,2,BHK,7.408683804244093,1,1,"Hadapsar,Pune",18.49667,4.303276539133872,4.127134385045092
Dealer,1,1,2,BHK,6.448980030070944,0,0,"Vasai East,Mumbai",19.402549,4.288463175963661,3.8264651170664994
Owner,0,0,2,BHK,6.942122922520128,1,1,"Chinhat,Lucknow",26.882832,4.394865944346764,3.6109179126442243
Dealer,0,0,2,BHK,6.872173657917849,1,1,"kavesar,Maharashtra",18.96,4.287990642747287,4.499809670330265
Builder,1,1,2,BHK,6.397845106729181,0,0,"Sus,Lalitpur",24.69028,4.362064842211599,3.8264651170664994
Dealer,0,0,2,BHK,6.892487806802118,1,1,"Hiranandani Estate,Mumbai",19.255098,4.290206347479055,4.867534450455582
Dealer,0,1,1,BHK,6.302645642788604,1,0,"Thane West,Mumbai",19.18,4.289956986171905,4.069026754237811
Dealer,0,0,2,BHK,7.086319198859729,1,1,"Karamsad,Anand",22.55,4.289088639014612,2.833213344056216
Dealer,1,1,3,BHK,7.425041118744571,0,1,"Thakur Village,Mumbai",18.914541,4.287966075018972,5.393627546352362
